,Dataset,Metric,Value,Method,Algorithm,Repetition
342,3kPBMC,F1 Macro,0.2635981876362466,Listwise Deletion,RF,1.0
343,3kPBMC,F1 Macro,0.1528292181069959,Listwise Deletion,Ridge,1.0
344,3kPBMC,F1 Macro,0.7705159662938144,"ACF, correlation-only",ACF+SVC,1.0
345,3kPBMC,F1 Macro,0.6950134896427514,"ACF, correlation-only",ACF+RF,1.0
346,3kPBMC,F1 Macro,0.7297934133048491,"ACF, correlation-only",ACF+Ridge,1.0
347,3kPBMC,F1 Macro,0.3970785657306478,KNN,KNN,1.0
348,3kPBMC,F1 Macro,0.5806364335349843,DBC,DBC,1.0
349,3kPBMC,F1 Macro,0.27577670568703566,Listwise Deletion,SVC,1.0
350,3kPBMC,F1 Macro,0.24771846491312954,Listwise Deletion,RF,1.0
351,3kPBMC,F1 Macro,0.17292250233426704,Listwise Deletion,Ridge,1.0
352,3kPBMC,F1 Macro,0.8604072782217513,"ACF, correlation-only",ACF+SVC,1.0
353,3kPBMC,F1 Macro,0.7786268761559338,"ACF, correlation-only",ACF+RF,1.0
354,3kPBMC,F1 Macro,0.7375151102654528,"ACF, correlation-only",ACF+Ridge,1.0
355,3kPBMC,F1 Macro,0.44738679489521754,KNN,KNN,1.0
356,3kPBMC,F1 Macro,0.5152148405967523,DBC,DBC,1.0
357,3kPBMC,F1 Macro,0.25901542958139934,Listwise Deletion,SVC,1.0
358,3kPBMC,F1 Macro,0.24147258838844396,Listwise Deletion,RF,1.0
359,3kPBMC,F1 Macro,0.143059680347035,Listwise Deletion,Ridge,1.0
360,3kPBMC,F1 Macro,0.8576408287852376,"ACF, correlation-only",ACF+SVC,1.0
361,3kPBMC,F1 Macro,0.7636268690773889,"ACF, correlation-only",ACF+RF,1.0
362,3kPBMC,F1 Macro,0.7589394786038517,"ACF, correlation-only",ACF+Ridge,1.0
363,3kPBMC,F1 Macro,0.43543934654099253,KNN,KNN,1.0
364,3kPBMC,F1 Macro,0.5743913962938796,DBC,DBC,1.0
365,3kPBMC,F1 Macro,0.27827315843297,Listwise Deletion,SVC,1.0
366,3kPBMC,F1 Macro,0.28908458626200567,Listwise Deletion,RF,1.0
367,3kPBMC,F1 Macro,0.17163198230737262,Listwise Deletion,Ridge,1.0
368,3kPBMC,F1 Macro,0.7737864244801219,"ACF, correlation-only",ACF+SVC,1.0
369,3kPBMC,F1 Macro,0.6926501589751928,"ACF, correlation-only",ACF+RF,1.0
370,3kPBMC,F1 Macro,0.669674082782718,"ACF, correlation-only",ACF+Ridge,1.0
371,3kPBMC,F1 Macro,0.36980153627327117,KNN,KNN,1.0
372,3kPBMC,F1 Macro,0.49052625816835627,DBC,DBC,1.0
373,3kPBMC,F1 Macro,0.2616534290111112,Listwise Deletion,SVC,1.0
374,3kPBMC,F1 Macro,0.2452573300071793,Listwise Deletion,RF,1.0
375,3kPBMC,F1 Macro,0.15900425826896417,Listwise Deletion,Ridge,1.0
376,3kPBMC,F1 Macro,0.8682246968246776,"ACF, correlation-only",ACF+SVC,1.0
377,3kPBMC,F1 Macro,0.8650388473048571,"ACF, correlation-only",ACF+RF,1.0
378,3kPBMC,F1 Macro,0.7736554912063968,"ACF, correlation-only",ACF+Ridge,1.0
379,3kPBMC,F1 Macro,0.4549329168453318,KNN,KNN,1.0
380,3kPBMC,F1 Macro,0.5026623961335193,DBC,DBC,1.0
381,3kPBMC,F1 Macro,0.2804475302733142,Listwise Deletion,SVC,1.0
382,3kPBMC,F1 Macro,0.26876570510518066,Listwise Deletion,RF,1.0
383,3kPBMC,F1 Macro,0.15706550326433366,Listwise Deletion,Ridge,1.0
384,3kPBMC,F1 Macro,0.8169242864105745,"ACF, correlation-only",ACF+SVC,1.0
385,3kPBMC,F1 Macro,0.8285358955950777,"ACF, correlation-only",ACF+RF,1.0
386,3kPBMC,F1 Macro,0.6973149250220876,"ACF, correlation-only",ACF+Ridge,1.0
387,3kPBMC,F1 Macro,0.45235038593583027,KNN,KNN,1.0
388,3kPBMC,F1 Macro,0.5418135521067259,DBC,DBC,1.0
389,3kPBMC,F1 Macro,0.24961457159181263,Listwise Deletion,SVC,1.0
390,3kPBMC,F1 Macro,0.22714910543857914,Listwise Deletion,RF,1.0
391,3kPBMC,F1 Macro,0.13144755410687747,Listwise Deletion,Ridge,1.0
392,3kPBMC,F1 Macro,0.8171849058973991,"ACF, correlation-only",ACF+SVC,1.0
393,3kPBMC,F1 Macro,0.763059129389113,"ACF, correlation-only",ACF+RF,1.0
394,3kPBMC,F1 Macro,0.6897335247637196,"ACF, correlation-only",ACF+Ridge,1.0
395,3kPBMC,F1 Macro,0.43332387264175326,KNN,KNN,1.0
396,3kPBMC,F1 Macro,0.4944352198954694,DBC,DBC,1.0
397,3kPBMC,F1 Macro,0.2247437100946804,Listwise Deletion,SVC,1.0
398,3kPBMC,F1 Macro,0.24326728281847496,Listwise Deletion,RF,1.0
399,3kPBMC,F1 Macro,0.13632119514472457,Listwise Deletion,Ridge,1.0
400,Xin,F1 Macro,0.7741595045500504,"ACF, correlation-only",ACF+SVC,1.0
401,Xin,F1 Macro,0.7239588083295333,"ACF, correlation-only",ACF+RF,1.0
402,Xin,F1 Macro,0.7971409831733719,"ACF, correlation-only",ACF+Ridge,1.0
403,Xin,F1 Macro,0.47637061403508774,KNN,KNN,1.0
404,Xin,F1 Macro,0.44479945379949154,DBC,DBC,1.0
405,Xin,F1 Macro,0.5776990553306343,Listwise Deletion,SVC,1.0
406,Xin,F1 Macro,0.5541622555015366,Listwise Deletion,RF,1.0
407,Xin,F1 Macro,0.5866978609625668,Listwise Deletion,Ridge,1.0
408,Xin,F1 Macro,0.940582159561314,"ACF, correlation-only",ACF+SVC,1.0
409,Xin,F1 Macro,0.9004417852297631,"ACF, correlation-only",ACF+RF,1.0
410,Xin,F1 Macro,0.8518133770730818,"ACF, correlation-only",ACF+Ridge,1.0
411,Xin,F1 Macro,0.4699147584823667,KNN,KNN,1.0
412,Xin,F1 Macro,0.4415959521864528,DBC,DBC,1.0
413,Xin,F1 Macro,0.6858799171842651,Listwise Deletion,SVC,1.0
414,Xin,F1 Macro,0.6166331994645247,Listwise Deletion,RF,1.0
415,Xin,F1 Macro,0.6722513597513597,Listwise Deletion,Ridge,1.0
416,Xin,F1 Macro,0.8851327964657182,"ACF, correlation-only",ACF+SVC,1.0
417,Xin,F1 Macro,0.840722173700941,"ACF, correlation-only",ACF+RF,1.0
418,Xin,F1 Macro,0.8288509029171167,"ACF, correlation-only",ACF+Ridge,1.0
419,Xin,F1 Macro,0.43287867910983485,KNN,KNN,1.0
420,Xin,F1 Macro,0.46618393917436873,DBC,DBC,1.0
421,Xin,F1 Macro,0.8696524343006973,Listwise Deletion,SVC,1.0
422,Xin,F1 Macro,0.7488813197088092,Listwise Deletion,RF,1.0
423,Xin,F1 Macro,0.7762398833051007,Listwise Deletion,Ridge,1.0
424,Xin,F1 Macro,0.9417562724014337,"ACF, correlation-only",ACF+SVC,1.0
425,Xin,F1 Macro,0.9417562724014337,"ACF, correlation-only",ACF+RF,1.0
426,Xin,F1 Macro,0.9167874396135266,"ACF, correlation-only",ACF+Ridge,1.0
427,Xin,F1 Macro,0.4670940170940171,KNN,KNN,1.0
428,Xin,F1 Macro,0.46490324702298536,DBC,DBC,1.0
429,Xin,F1 Macro,0.8209763964121382,Listwise Deletion,SVC,1.0
430,Xin,F1 Macro,0.5899014778325123,Listwise Deletion,RF,1.0
431,Xin,F1 Macro,0.791160560609786,Listwise Deletion,Ridge,1.0
432,Xin,F1 Macro,0.8751318508243386,"ACF, correlation-only",ACF+SVC,1.0
433,Xin,F1 Macro,0.8628940332113707,"ACF, correlation-only",ACF+RF,1.0
434,Xin,F1 Macro,0.8610601614086573,"ACF, correlation-only",ACF+Ridge,1.0
435,Xin,F1 Macro,0.4711396850572108,KNN,KNN,1.0
436,Xin,F1 Macro,0.26278068167759494,DBC,DBC,1.0
437,Xin,F1 Macro,0.6804029304029303,Listwise Deletion,SVC,1.0
438,Xin,F1 Macro,0.6938817523056654,Listwise Deletion,RF,1.0
439,Xin,F1 Macro,0.6753852663097427,Listwise Deletion,Ridge,1.0
440,Xin,F1 Macro,0.9826059456040481,"ACF, correlation-only",ACF+SVC,1.0
441,Xin,F1 Macro,0.9139784508494817,"ACF, correlation-only",ACF+RF,1.0
442,Xin,F1 Macro,0.9367802389931654,"ACF, correlation-only",ACF+Ridge,1.0
443,Xin,F1 Macro,0.47513516557783286,KNN,KNN,1.0
444,Xin,F1 Macro,0.5099880739415623,DBC,DBC,1.0
445,Xin,F1 Macro,0.7453743510738637,Listwise Deletion,SVC,1.0
446,Xin,F1 Macro,0.7160147366156494,Listwise Deletion,RF,1.0
447,Xin,F1 Macro,0.7940731748871284,Listwise Deletion,Ridge,1.0
448,Xin,F1 Macro,0.9111941786283891,"ACF, correlation-only",ACF+SVC,1.0
449,Xin,F1 Macro,0.8475459039548022,"ACF, correlation-only",ACF+RF,1.0
450,Xin,F1 Macro,0.8461174242424242,"ACF, correlation-only",ACF+Ridge,1.0
451,Xin,F1 Macro,0.47370631720430106,KNN,KNN,1.0
452,Xin,F1 Macro,0.4988727858293076,DBC,DBC,1.0
453,Xin,F1 Macro,0.6947531197180566,Listwise Deletion,SVC,1.0
454,Xin,F1 Macro,0.5199387357282095,Listwise Deletion,RF,1.0
455,Xin,F1 Macro,0.7393083889794415,Listwise Deletion,Ridge,1.0
456,Xin,F1 Macro,0.8433950186219739,"ACF, correlation-only",ACF+SVC,1.0
457,Xin,F1 Macro,0.7420138888888889,"ACF, correlation-only",ACF+RF,1.0
458,Xin,F1 Macro,0.8142962743938498,"ACF, correlation-only",ACF+Ridge,1.0
459,Xin,F1 Macro,0.477665144257547,KNN,KNN,1.0
460,Xin,F1 Macro,0.5819444444444445,DBC,DBC,1.0
461,Xin,F1 Macro,0.8861111111111111,Listwise Deletion,SVC,1.0
462,Xin,F1 Macro,0.6321403792784459,Listwise Deletion,RF,1.0
463,Xin,F1 Macro,0.8724471093422707,Listwise Deletion,Ridge,1.0
464,Xin,F1 Macro,0.916903073286052,"ACF, correlation-only",ACF+SVC,1.0
465,Xin,F1 Macro,0.9287775891341258,"ACF, correlation-only",ACF+RF,1.0
466,Xin,F1 Macro,0.8908496732026143,"ACF, correlation-only",ACF+Ridge,1.0
467,Xin,F1 Macro,0.4642430108751352,KNN,KNN,1.0
468,Xin,F1 Macro,0.6333183899580518,DBC,DBC,1.0
469,Xin,F1 Macro,0.7552186542965231,Listwise Deletion,SVC,1.0
470,Xin,F1 Macro,0.5670515640273704,Listwise Deletion,RF,1.0
471,Xin,F1 Macro,0.741607510960137,Listwise Deletion,Ridge,1.0
472,Xin,F1 Macro,0.7043559742332688,"ACF, correlation-only",ACF+SVC,1.0
473,Xin,F1 Macro,0.807010939969208,"ACF, correlation-only",ACF+RF,1.0
474,Xin,F1 Macro,0.7043559742332688,"ACF, correlation-only",ACF+Ridge,1.0
475,Xin,F1 Macro,0.478834219858156,KNN,KNN,1.0
476,Xin,F1 Macro,0.5613188623826921,DBC,DBC,1.0
477,Xin,F1 Macro,0.6978214212851084,Listwise Deletion,SVC,1.0
478,Xin,F1 Macro,0.5427064765300059,Listwise Deletion,RF,1.0
479,Xin,F1 Macro,0.6988460681837383,Listwise Deletion,Ridge,1.0
480,Baron,F1 Macro,0.8722372062969641,"ACF, correlation-only",ACF+SVC,2.0
481,Baron,F1 Macro,0.7856386355583944,"ACF, correlation-only",ACF+RF,2.0
482,Baron,F1 Macro,0.7971162250693402,"ACF, correlation-only",ACF+Ridge,2.0
483,Baron,F1 Macro,0.31462404200012783,KNN,KNN,2.0
484,Baron,F1 Macro,0.40854945044932944,DBC,DBC,2.0
485,Baron,F1 Macro,0.10230709952433993,Listwise Deletion,SVC,2.0
486,Baron,F1 Macro,0.12671731473068093,Listwise Deletion,RF,2.0
487,Baron,F1 Macro,0.062042754064396806,Listwise Deletion,Ridge,2.0
488,Baron,F1 Macro,0.7919381468818264,"ACF, correlation-only",ACF+SVC,2.0
489,Baron,F1 Macro,0.7978623915555451,"ACF, correlation-only",ACF+RF,2.0
490,Baron,F1 Macro,0.7283925887842148,"ACF, correlation-only",ACF+Ridge,2.0
491,Baron,F1 Macro,0.31098563524989237,KNN,KNN,2.0
492,Baron,F1 Macro,0.4160779357669874,DBC,DBC,2.0
493,Baron,F1 Macro,0.086308520585167,Listwise Deletion,SVC,2.0
494,Baron,F1 Macro,0.09176968542900911,Listwise Deletion,RF,2.0
495,Baron,F1 Macro,0.08967632664983807,Listwise Deletion,Ridge,2.0
496,Baron,F1 Macro,0.8292569258826608,"ACF, correlation-only",ACF+SVC,2.0
497,Baron,F1 Macro,0.8057440724623386,"ACF, correlation-only",ACF+RF,2.0
498,Baron,F1 Macro,0.8082564090308009,"ACF, correlation-only",ACF+Ridge,2.0
499,Baron,F1 Macro,0.3313205619412516,KNN,KNN,2.0
500,Baron,F1 Macro,0.4511896695150641,DBC,DBC,2.0
501,Baron,F1 Macro,0.07031088168689578,Listwise Deletion,SVC,2.0
502,Baron,F1 Macro,0.0853245233425711,Listwise Deletion,RF,2.0
503,Baron,F1 Macro,0.08508211005696123,Listwise Deletion,Ridge,2.0
504,Baron,F1 Macro,0.804245807156732,"ACF, correlation-only",ACF+SVC,2.0
505,Baron,F1 Macro,0.7756976575695788,"ACF, correlation-only",ACF+RF,2.0
506,Baron,F1 Macro,0.7457692168684218,"ACF, correlation-only",ACF+Ridge,2.0
507,Baron,F1 Macro,0.30021039745520306,KNN,KNN,2.0
508,Baron,F1 Macro,0.37870054040398227,DBC,DBC,2.0
509,Baron,F1 Macro,0.08085411397976844,Listwise Deletion,SVC,2.0
510,Baron,F1 Macro,0.11224402068223177,Listwise Deletion,RF,2.0
511,Baron,F1 Macro,0.11689568347498429,Listwise Deletion,Ridge,2.0
512,Baron,F1 Macro,0.853363627238966,"ACF, correlation-only",ACF+SVC,2.0
513,Baron,F1 Macro,0.8277312043153682,"ACF, correlation-only",ACF+RF,2.0
514,Baron,F1 Macro,0.827766421126388,"ACF, correlation-only",ACF+Ridge,2.0
515,Baron,F1 Macro,0.30393205746741103,KNN,KNN,2.0
516,Baron,F1 Macro,0.38872068773785595,DBC,DBC,2.0
517,Baron,F1 Macro,0.09819594812856956,Listwise Deletion,SVC,2.0
518,Baron,F1 Macro,0.09040861347005269,Listwise Deletion,RF,2.0
519,Baron,F1 Macro,0.08149940140764322,Listwise Deletion,Ridge,2.0
520,Baron,F1 Macro,0.7829010396592142,"ACF, correlation-only",ACF+SVC,2.0
521,Baron,F1 Macro,0.7745039534701065,"ACF, correlation-only",ACF+RF,2.0
522,Baron,F1 Macro,0.7858731159351142,"ACF, correlation-only",ACF+Ridge,2.0
523,Baron,F1 Macro,0.3139284545082639,KNN,KNN,2.0
524,Baron,F1 Macro,0.36943272772733987,DBC,DBC,2.0
525,Baron,F1 Macro,0.07092316320506517,Listwise Deletion,SVC,2.0
526,Baron,F1 Macro,0.08651329384212701,Listwise Deletion,RF,2.0
527,Baron,F1 Macro,0.08793737088520757,Listwise Deletion,Ridge,2.0
528,Baron,F1 Macro,0.8263615917765355,"ACF, correlation-only",ACF+SVC,2.0
529,Baron,F1 Macro,0.7850864987071884,"ACF, correlation-only",ACF+RF,2.0
530,Baron,F1 Macro,0.7986110489479507,"ACF, correlation-only",ACF+Ridge,2.0
531,Baron,F1 Macro,0.31143934888832614,KNN,KNN,2.0
532,Baron,F1 Macro,0.47047456162740375,DBC,DBC,2.0
533,Baron,F1 Macro,0.11863599598558346,Listwise Deletion,SVC,2.0
534,Baron,F1 Macro,0.1051519190409253,Listwise Deletion,RF,2.0
535,Baron,F1 Macro,0.09313173193894399,Listwise Deletion,Ridge,2.0
536,Baron,F1 Macro,0.8364917588921298,"ACF, correlation-only",ACF+SVC,2.0
537,Baron,F1 Macro,0.7969437135332975,"ACF, correlation-only",ACF+RF,2.0
538,Baron,F1 Macro,0.8157614372124589,"ACF, correlation-only",ACF+Ridge,2.0
539,Baron,F1 Macro,0.3102348911582954,KNN,KNN,2.0
540,Baron,F1 Macro,0.4744403248816071,DBC,DBC,2.0
541,Baron,F1 Macro,0.09333683332469846,Listwise Deletion,SVC,2.0
542,Baron,F1 Macro,0.09882444372311554,Listwise Deletion,RF,2.0
543,Baron,F1 Macro,0.08679913812459585,Listwise Deletion,Ridge,2.0
544,Baron,F1 Macro,0.8315456354234689,"ACF, correlation-only",ACF+SVC,2.0
545,Baron,F1 Macro,0.8480041241450369,"ACF, correlation-only",ACF+RF,2.0
546,Baron,F1 Macro,0.814791723340882,"ACF, correlation-only",ACF+Ridge,2.0
547,Baron,F1 Macro,0.31700510543236476,KNN,KNN,2.0
548,Baron,F1 Macro,0.3884582518129393,DBC,DBC,2.0
549,Baron,F1 Macro,0.09102511412397117,Listwise Deletion,SVC,2.0
550,Baron,F1 Macro,0.09885068171386391,Listwise Deletion,RF,2.0
551,Baron,F1 Macro,0.10546372304137687,Listwise Deletion,Ridge,2.0
552,Baron,F1 Macro,0.8351025378940532,"ACF, correlation-only",ACF+SVC,2.0
553,Baron,F1 Macro,0.7928237118480079,"ACF, correlation-only",ACF+RF,2.0
554,Baron,F1 Macro,0.7918922316932937,"ACF, correlation-only",ACF+Ridge,2.0
555,Baron,F1 Macro,0.3279840842180471,KNN,KNN,2.0
556,Baron,F1 Macro,0.4095112754905605,DBC,DBC,2.0
557,Baron,F1 Macro,0.0849594323028858,Listwise Deletion,SVC,2.0
558,Baron,F1 Macro,0.10874645832748141,Listwise Deletion,RF,2.0
559,Baron,F1 Macro,0.11407077360404072,Listwise Deletion,Ridge,2.0
560,3kPBMC,F1 Macro,0.7555098591189291,"ACF, correlation-only",ACF+SVC,2.0
561,3kPBMC,F1 Macro,0.7297415668713431,"ACF, correlation-only",ACF+RF,2.0
562,3kPBMC,F1 Macro,0.7019945326767308,"ACF, correlation-only",ACF+Ridge,2.0
563,3kPBMC,F1 Macro,0.4041821940284294,KNN,KNN,2.0
564,3kPBMC,F1 Macro,0.4432323381239789,DBC,DBC,2.0
565,3kPBMC,F1 Macro,0.25271316233537333,Listwise Deletion,SVC,2.0
566,3kPBMC,F1 Macro,0.2551039540886863,Listwise Deletion,RF,2.0
567,3kPBMC,F1 Macro,0.1592885872297637,Listwise Deletion,Ridge,2.0
568,3kPBMC,F1 Macro,0.7166870101429068,"ACF, correlation-only",ACF+SVC,2.0
569,3kPBMC,F1 Macro,0.6700425890079665,"ACF, correlation-only",ACF+RF,2.0
570,3kPBMC,F1 Macro,0.6238742759123194,"ACF, correlation-only",ACF+Ridge,2.0
571,3kPBMC,F1 Macro,0.2907916390582654,KNN,KNN,2.0
572,3kPBMC,F1 Macro,0.43432432275195204,DBC,DBC,2.0
573,3kPBMC,F1 Macro,0.24601495221535907,Listwise Deletion,SVC,2.0
574,3kPBMC,F1 Macro,0.2574860553990328,Listwise Deletion,RF,2.0
575,3kPBMC,F1 Macro,0.13935185185185184,Listwise Deletion,Ridge,2.0
576,3kPBMC,F1 Macro,0.7171078876069625,"ACF, correlation-only",ACF+SVC,2.0
577,3kPBMC,F1 Macro,0.7064767291649012,"ACF, correlation-only",ACF+RF,2.0
578,3kPBMC,F1 Macro,0.6508104700915158,"ACF, correlation-only",ACF+Ridge,2.0
579,3kPBMC,F1 Macro,0.35853292000610704,KNN,KNN,2.0
580,3kPBMC,F1 Macro,0.575014107332141,DBC,DBC,2.0
581,3kPBMC,F1 Macro,0.26315555925340434,Listwise Deletion,SVC,2.0
582,3kPBMC,F1 Macro,0.24681435697590606,Listwise Deletion,RF,2.0
583,3kPBMC,F1 Macro,0.14831242532855435,Listwise Deletion,Ridge,2.0
584,3kPBMC,F1 Macro,0.7431766631189847,"ACF, correlation-only",ACF+SVC,2.0
585,3kPBMC,F1 Macro,0.6859543880594877,"ACF, correlation-only",ACF+RF,2.0
586,3kPBMC,F1 Macro,0.7337461536232301,"ACF, correlation-only",ACF+Ridge,2.0
587,3kPBMC,F1 Macro,0.3885679940074756,KNN,KNN,2.0
588,3kPBMC,F1 Macro,0.5806364335349843,DBC,DBC,2.0
589,3kPBMC,F1 Macro,0.26553728025994405,Listwise Deletion,SVC,2.0
590,3kPBMC,F1 Macro,0.2504906536008112,Listwise Deletion,RF,2.0
591,3kPBMC,F1 Macro,0.17292250233426704,Listwise Deletion,Ridge,2.0
592,3kPBMC,F1 Macro,0.8354151992755757,"ACF, correlation-only",ACF+SVC,2.0
593,3kPBMC,F1 Macro,0.7996125835487592,"ACF, correlation-only",ACF+RF,2.0
594,3kPBMC,F1 Macro,0.695375267212918,"ACF, correlation-only",ACF+Ridge,2.0
595,3kPBMC,F1 Macro,0.4303690114900877,KNN,KNN,2.0
596,3kPBMC,F1 Macro,0.5152148405967523,DBC,DBC,2.0
597,3kPBMC,F1 Macro,0.26708430041859715,Listwise Deletion,SVC,2.0
598,3kPBMC,F1 Macro,0.23471434533412275,Listwise Deletion,RF,2.0
599,3kPBMC,F1 Macro,0.143059680347035,Listwise Deletion,Ridge,2.0
600,3kPBMC,F1 Macro,0.864411273844618,"ACF, correlation-only",ACF+SVC,2.0
601,3kPBMC,F1 Macro,0.7619945346524174,"ACF, correlation-only",ACF+RF,2.0
602,3kPBMC,F1 Macro,0.7589394786038517,"ACF, correlation-only",ACF+Ridge,2.0
603,3kPBMC,F1 Macro,0.4178295801449744,KNN,KNN,2.0
604,3kPBMC,F1 Macro,0.5743913962938796,DBC,DBC,2.0
605,3kPBMC,F1 Macro,0.27547589181576115,Listwise Deletion,SVC,2.0
606,3kPBMC,F1 Macro,0.2708171366561293,Listwise Deletion,RF,2.0
607,3kPBMC,F1 Macro,0.17163198230737262,Listwise Deletion,Ridge,2.0
608,3kPBMC,F1 Macro,0.7882038339574301,"ACF, correlation-only",ACF+SVC,2.0
609,3kPBMC,F1 Macro,0.7462482979776266,"ACF, correlation-only",ACF+RF,2.0
610,3kPBMC,F1 Macro,0.6663675352469279,"ACF, correlation-only",ACF+Ridge,2.0
611,3kPBMC,F1 Macro,0.3483405931912005,KNN,KNN,2.0
612,3kPBMC,F1 Macro,0.49052625816835627,DBC,DBC,2.0
613,3kPBMC,F1 Macro,0.3110400622440066,Listwise Deletion,SVC,2.0
614,3kPBMC,F1 Macro,0.23930264575425866,Listwise Deletion,RF,2.0
615,3kPBMC,F1 Macro,0.15900425826896417,Listwise Deletion,Ridge,2.0
616,3kPBMC,F1 Macro,0.8370067150873068,"ACF, correlation-only",ACF+SVC,2.0
617,3kPBMC,F1 Macro,0.8429378437379214,"ACF, correlation-only",ACF+RF,2.0
618,3kPBMC,F1 Macro,0.7410101236137709,"ACF, correlation-only",ACF+Ridge,2.0
619,3kPBMC,F1 Macro,0.48268971287725065,KNN,KNN,2.0
620,3kPBMC,F1 Macro,0.5026623961335193,DBC,DBC,2.0
621,3kPBMC,F1 Macro,0.27996789461244187,Listwise Deletion,SVC,2.0
622,3kPBMC,F1 Macro,0.27581886309327225,Listwise Deletion,RF,2.0
623,3kPBMC,F1 Macro,0.15706550326433366,Listwise Deletion,Ridge,2.0
624,3kPBMC,F1 Macro,0.846675796844071,"ACF, correlation-only",ACF+SVC,2.0
625,3kPBMC,F1 Macro,0.8617602750298277,"ACF, correlation-only",ACF+RF,2.0
626,3kPBMC,F1 Macro,0.7438244208396618,"ACF, correlation-only",ACF+Ridge,2.0
627,3kPBMC,F1 Macro,0.44597420562352497,KNN,KNN,2.0
628,3kPBMC,F1 Macro,0.5418135521067259,DBC,DBC,2.0
629,3kPBMC,F1 Macro,0.24961457159181263,Listwise Deletion,SVC,2.0
630,3kPBMC,F1 Macro,0.22864603116801618,Listwise Deletion,RF,2.0
631,3kPBMC,F1 Macro,0.13144755410687747,Listwise Deletion,Ridge,2.0
632,3kPBMC,F1 Macro,0.8397198910371803,"ACF, correlation-only",ACF+SVC,2.0
633,3kPBMC,F1 Macro,0.7903925202449192,"ACF, correlation-only",ACF+RF,2.0
634,3kPBMC,F1 Macro,0.70232202242522,"ACF, correlation-only",ACF+Ridge,2.0
635,3kPBMC,F1 Macro,0.4271925282818529,KNN,KNN,2.0
636,3kPBMC,F1 Macro,0.4944352198954694,DBC,DBC,2.0
637,3kPBMC,F1 Macro,0.22701006062367834,Listwise Deletion,SVC,2.0
638,3kPBMC,F1 Macro,0.2471133042499019,Listwise Deletion,RF,2.0
639,3kPBMC,F1 Macro,0.13632119514472457,Listwise Deletion,Ridge,2.0
640,Xin,F1 Macro,0.7741595045500504,"ACF, correlation-only",ACF+SVC,2.0
641,Xin,F1 Macro,0.759059345524725,"ACF, correlation-only",ACF+RF,2.0
642,Xin,F1 Macro,0.6958056614044638,"ACF, correlation-only",ACF+Ridge,2.0
643,Xin,F1 Macro,0.4724717553044916,KNN,KNN,2.0
644,Xin,F1 Macro,0.44479945379949154,DBC,DBC,2.0
645,Xin,F1 Macro,0.5885533998600939,Listwise Deletion,SVC,2.0
646,Xin,F1 Macro,0.6242181451448596,Listwise Deletion,RF,2.0
647,Xin,F1 Macro,0.5866978609625668,Listwise Deletion,Ridge,2.0
648,Xin,F1 Macro,0.9659410112359551,"ACF, correlation-only",ACF+SVC,2.0
649,Xin,F1 Macro,0.7783791523482245,"ACF, correlation-only",ACF+RF,2.0
650,Xin,F1 Macro,0.8588385452995427,"ACF, correlation-only",ACF+Ridge,2.0
651,Xin,F1 Macro,0.4619047619047619,KNN,KNN,2.0
652,Xin,F1 Macro,0.4415959521864528,DBC,DBC,2.0
653,Xin,F1 Macro,0.6820936382282644,Listwise Deletion,SVC,2.0
654,Xin,F1 Macro,0.7088006461260651,Listwise Deletion,RF,2.0
655,Xin,F1 Macro,0.691454081126058,Listwise Deletion,Ridge,2.0
656,Xin,F1 Macro,0.8379131849368961,"ACF, correlation-only",ACF+SVC,2.0
657,Xin,F1 Macro,0.8982326779026217,"ACF, correlation-only",ACF+RF,2.0
658,Xin,F1 Macro,0.8651689708141321,"ACF, correlation-only",ACF+Ridge,2.0
659,Xin,F1 Macro,0.47897016889668786,KNN,KNN,2.0
660,Xin,F1 Macro,0.46618393917436873,DBC,DBC,2.0
661,Xin,F1 Macro,0.8195833333333334,Listwise Deletion,SVC,2.0
662,Xin,F1 Macro,0.6029180849426133,Listwise Deletion,RF,2.0
663,Xin,F1 Macro,0.7762398833051007,Listwise Deletion,Ridge,2.0
664,Xin,F1 Macro,0.9417562724014337,"ACF, correlation-only",ACF+SVC,2.0
665,Xin,F1 Macro,0.9575163398692811,"ACF, correlation-only",ACF+RF,2.0
666,Xin,F1 Macro,0.9167874396135266,"ACF, correlation-only",ACF+Ridge,2.0
667,Xin,F1 Macro,0.4670940170940171,KNN,KNN,2.0
668,Xin,F1 Macro,0.46490324702298536,DBC,DBC,2.0
669,Xin,F1 Macro,0.756358543417367,Listwise Deletion,SVC,2.0
670,Xin,F1 Macro,0.5321170139267664,Listwise Deletion,RF,2.0
671,Xin,F1 Macro,0.8292790800530738,Listwise Deletion,Ridge,2.0
672,Xin,F1 Macro,0.8889078731547293,"ACF, correlation-only",ACF+SVC,2.0
673,Xin,F1 Macro,0.8643690534859134,"ACF, correlation-only",ACF+RF,2.0
674,Xin,F1 Macro,0.8205114234862518,"ACF, correlation-only",ACF+Ridge,2.0
675,Xin,F1 Macro,0.47513516557783286,KNN,KNN,2.0
676,Xin,F1 Macro,0.26278068167759494,DBC,DBC,2.0
677,Xin,F1 Macro,0.7028940886699507,Listwise Deletion,SVC,2.0
678,Xin,F1 Macro,0.7047528973758481,Listwise Deletion,RF,2.0
679,Xin,F1 Macro,0.6418181311258513,Listwise Deletion,Ridge,2.0
680,Xin,F1 Macro,0.9826059456040481,"ACF, correlation-only",ACF+SVC,2.0
