,Metric,Value,Method,Algorithm,mv,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23,Neighbors,a_size,b_size,c_size,Repetition
19,F1 Macro,0.9181200360271841,"ACF, with covariable",ACF+RF,0.81,0.049860670132286185,0.0009215183967315188,0.03894724570074967,,13.0,87.0,50.0,0.0
20,F1 Macro,0.8147407966655646,"ACF, with covariable",ACF+Ridge,0.81,0.049860670132286185,0.0009215183967315188,0.03894724570074967,,13.0,87.0,50.0,0.0
21,F1 Macro,0.6067935796939157,KNN,KNN,0.81,0.049860670132286185,0.0009215183967315188,0.03894724570074967,10.1,13.0,87.0,50.0,0.0
22,F1 Macro,0.7231450719822813,KNN,KNN+ROs,0.81,0.049860670132286185,0.0009215183967315188,0.03894724570074967,95.2,13.0,87.0,50.0,0.0
23,F1 Macro,0.8759920634920636,DBC,DBC,0.81,0.049860670132286185,0.0009215183967315188,0.03894724570074967,,13.0,87.0,50.0,0.0
24,F1 Macro,0.28322541703248466,Listwise Deletion,SVC,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
25,F1 Macro,0.37069159191764206,Listwise Deletion,RF,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
26,F1 Macro,0.32091168091168093,Listwise Deletion,Ridge,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
27,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
28,F1 Macro,0.9618247757205572,"ACF, correlation-only",ACF+RF,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
29,F1 Macro,0.9446290143964563,"ACF, correlation-only",ACF+Ridge,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
30,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
31,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
32,F1 Macro,0.9446290143964563,"ACF, with covariable",ACF+Ridge,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
33,F1 Macro,0.6516484447834562,KNN,KNN,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,5.5,16.0,84.0,50.0,0.0
34,F1 Macro,0.8263888888888888,KNN,KNN+ROs,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,83.6,16.0,84.0,50.0,0.0
35,F1 Macro,0.9395149095747898,DBC,DBC,0.81,0.05134406058586903,0.008815236293331724,0.04543399932411912,,16.0,84.0,50.0,0.0
36,F1 Macro,0.3224800288554213,Listwise Deletion,SVC,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
37,F1 Macro,0.29521575978268894,Listwise Deletion,RF,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
38,F1 Macro,0.25757575757575757,Listwise Deletion,Ridge,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
39,F1 Macro,0.9893825980782504,"ACF, correlation-only",ACF+SVC,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
40,F1 Macro,0.9791666666666666,"ACF, correlation-only",ACF+RF,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
41,F1 Macro,0.948867413202434,"ACF, correlation-only",ACF+Ridge,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
42,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
43,F1 Macro,0.9897734826404868,"ACF, with covariable",ACF+RF,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
44,F1 Macro,0.9737551498421064,"ACF, with covariable",ACF+Ridge,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
45,F1 Macro,0.8002288879418273,KNN,KNN,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,7.0,20.0,80.0,50.0,0.0
46,F1 Macro,0.913978494623656,KNN,KNN+ROs,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,47.5,20.0,80.0,50.0,0.0
47,F1 Macro,0.9799075748442837,DBC,DBC,0.81,0.051035257546458136,0.02549190337737306,0.0423581896729459,,20.0,80.0,50.0,0.0
48,F1 Macro,0.3235188118114947,Listwise Deletion,SVC,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
49,F1 Macro,0.24838864838864838,Listwise Deletion,RF,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
50,F1 Macro,0.296,Listwise Deletion,Ridge,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
51,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
52,F1 Macro,0.9750965419122557,"ACF, correlation-only",ACF+RF,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
53,F1 Macro,0.9568948012145769,"ACF, correlation-only",ACF+Ridge,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
54,F1 Macro,0.9811782420478073,"ACF, with covariable",ACF+SVC,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
55,F1 Macro,0.989004329004329,"ACF, with covariable",ACF+RF,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
56,F1 Macro,0.9904420549581839,"ACF, with covariable",ACF+Ridge,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
57,F1 Macro,0.7953526313837925,KNN,KNN,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,5.0,23.0,77.0,50.0,0.0
58,F1 Macro,0.877315666789351,KNN,KNN+ROs,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,77.0,23.0,77.0,50.0,0.0
59,F1 Macro,0.9634502923976608,DBC,DBC,0.81,0.05091436474947453,0.0218334411192129,0.04234915152394486,,23.0,77.0,50.0,0.0
60,F1 Macro,0.42589609831055436,Listwise Deletion,SVC,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
61,F1 Macro,0.3493496367180578,Listwise Deletion,RF,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
62,F1 Macro,0.35622176798647387,Listwise Deletion,Ridge,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
63,F1 Macro,0.9830881109419923,"ACF, correlation-only",ACF+SVC,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
64,F1 Macro,0.9644444444444443,"ACF, correlation-only",ACF+RF,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
65,F1 Macro,0.9686993253473707,"ACF, correlation-only",ACF+Ridge,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
66,F1 Macro,0.9914431181277542,"ACF, with covariable",ACF+SVC,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
67,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
68,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
69,F1 Macro,0.787367724867725,KNN,KNN,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,7.3,26.0,74.0,50.0,0.0
70,F1 Macro,0.8913270637408569,KNN,KNN+ROs,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,83.5,26.0,74.0,50.0,0.0
71,F1 Macro,0.9338624338624338,DBC,DBC,0.81,0.051006415486650664,0.019370786887187574,0.03937740057332083,,26.0,74.0,50.0,0.0
72,F1 Macro,0.34092530231241497,Listwise Deletion,SVC,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
73,F1 Macro,0.35028701787893257,Listwise Deletion,RF,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
74,F1 Macro,0.34011789567345124,Listwise Deletion,Ridge,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
75,F1 Macro,0.992137437590911,"ACF, correlation-only",ACF+SVC,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
76,F1 Macro,0.992137437590911,"ACF, correlation-only",ACF+RF,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
77,F1 Macro,0.9764123127727325,"ACF, correlation-only",ACF+Ridge,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
78,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
79,F1 Macro,0.9864042712182836,"ACF, with covariable",ACF+RF,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
80,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
81,F1 Macro,0.8521778217526838,KNN,KNN,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,7.4,30.0,70.0,50.0,0.0
82,F1 Macro,0.9094464311855616,KNN,KNN+ROs,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,82.4,30.0,70.0,50.0,0.0
83,F1 Macro,0.9693627450980392,DBC,DBC,0.81,0.05092604910931378,0.01975508748120894,0.03804848944010261,,30.0,70.0,50.0,0.0
84,F1 Macro,0.3111501831501831,Listwise Deletion,SVC,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
85,F1 Macro,0.31851978193441605,Listwise Deletion,RF,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
86,F1 Macro,0.3373461269687685,Listwise Deletion,Ridge,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
87,F1 Macro,0.9698477310417609,"ACF, correlation-only",ACF+SVC,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
88,F1 Macro,0.9334992334001652,"ACF, correlation-only",ACF+RF,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
89,F1 Macro,0.955538761159029,"ACF, correlation-only",ACF+Ridge,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
90,F1 Macro,0.9925186099577301,"ACF, with covariable",ACF+SVC,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
91,F1 Macro,0.939334011465159,"ACF, with covariable",ACF+RF,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
92,F1 Macro,0.9688327879071217,"ACF, with covariable",ACF+Ridge,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
93,F1 Macro,0.7849821946913247,KNN,KNN,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,11.1,33.0,67.0,50.0,0.0
94,F1 Macro,0.9041191872257256,KNN,KNN+ROs,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,51.2,33.0,67.0,50.0,0.0
95,F1 Macro,0.9468186134852802,DBC,DBC,0.81,0.05097772092067829,0.014006223790112154,0.04002251925372713,,33.0,67.0,50.0,0.0
96,F1 Macro,0.2966491454182811,Listwise Deletion,SVC,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
97,F1 Macro,0.29536293771167427,Listwise Deletion,RF,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
98,F1 Macro,0.37177239268877676,Listwise Deletion,Ridge,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
99,F1 Macro,0.9853479853479854,"ACF, correlation-only",ACF+SVC,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
100,F1 Macro,0.9722920793343329,"ACF, correlation-only",ACF+RF,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
101,F1 Macro,0.9276620370370371,"ACF, correlation-only",ACF+Ridge,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
102,F1 Macro,0.9927211849910834,"ACF, with covariable",ACF+SVC,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
103,F1 Macro,0.979423922458691,"ACF, with covariable",ACF+RF,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
104,F1 Macro,0.9784273541149822,"ACF, with covariable",ACF+Ridge,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
105,F1 Macro,0.903512155726851,KNN,KNN,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,7.2,36.0,64.0,50.0,0.0
106,F1 Macro,0.91675588449782,KNN,KNN+ROs,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,69.6,36.0,64.0,50.0,0.0
107,F1 Macro,0.9502222222222222,DBC,DBC,0.81,0.05162525277533715,0.01647243210198862,0.04123607349217334,,36.0,64.0,50.0,0.0
108,F1 Macro,0.3212090883551061,Listwise Deletion,SVC,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
109,F1 Macro,0.3237612359052247,Listwise Deletion,RF,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
110,F1 Macro,0.2719886135090814,Listwise Deletion,Ridge,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
111,F1 Macro,0.9790773093419812,"ACF, correlation-only",ACF+SVC,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
112,F1 Macro,0.9792509596431165,"ACF, correlation-only",ACF+RF,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
113,F1 Macro,0.9794047986819071,"ACF, correlation-only",ACF+Ridge,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
114,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
115,F1 Macro,0.9930257697806605,"ACF, with covariable",ACF+RF,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
116,F1 Macro,1.0,"ACF, with covariable",ACF+Ridge,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
117,F1 Macro,0.8774509803921569,KNN,KNN,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,18.8,40.0,60.0,50.0,0.0
118,F1 Macro,0.9722222222222223,KNN,KNN+ROs,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,72.8,40.0,60.0,50.0,0.0
119,F1 Macro,0.9792509596431165,DBC,DBC,0.81,0.05058505053496201,0.022191770661574572,0.038858017694074765,,40.0,60.0,50.0,0.0
120,F1 Macro,0.38729131893688856,Listwise Deletion,SVC,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
121,F1 Macro,0.3533313315317119,Listwise Deletion,RF,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
122,F1 Macro,0.32675202025963657,Listwise Deletion,Ridge,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
123,F1 Macro,0.9863163656267105,"ACF, correlation-only",ACF+SVC,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
124,F1 Macro,0.9931798806479112,"ACF, correlation-only",ACF+RF,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
125,F1 Macro,0.979539641943734,"ACF, correlation-only",ACF+Ridge,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
126,F1 Macro,0.9931798806479112,"ACF, with covariable",ACF+SVC,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
127,F1 Macro,0.9864001087991295,"ACF, with covariable",ACF+RF,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
128,F1 Macro,0.9931798806479112,"ACF, with covariable",ACF+Ridge,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
129,F1 Macro,0.936648717136522,KNN,KNN,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,19.5,43.0,57.0,50.0,0.0
130,F1 Macro,0.9728002175982592,KNN,KNN+ROs,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,70.5,43.0,57.0,50.0,0.0
131,F1 Macro,1.0,DBC,DBC,0.81,0.05122261544774717,0.01892917595168314,0.040859130837296156,,43.0,57.0,50.0,0.0
132,F1 Macro,0.2925856077671259,Listwise Deletion,SVC,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
133,F1 Macro,0.3313652193232525,Listwise Deletion,RF,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
134,F1 Macro,0.3199678843837816,Listwise Deletion,Ridge,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
135,F1 Macro,0.9932788923614612,"ACF, correlation-only",ACF+SVC,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
136,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
137,F1 Macro,0.9738296899787583,"ACF, correlation-only",ACF+Ridge,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
138,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
139,F1 Macro,0.9932788923614612,"ACF, with covariable",ACF+RF,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
140,F1 Macro,0.9933005058118113,"ACF, with covariable",ACF+Ridge,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
141,F1 Macro,0.8613398575804592,KNN,KNN,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,32.9,46.0,54.0,50.0,0.0
142,F1 Macro,0.9329039184111648,KNN,KNN+ROs,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,50.2,46.0,54.0,50.0,0.0
143,F1 Macro,0.9865319865319865,DBC,DBC,0.81,0.051606700912950304,0.017029772394673848,0.03928534524781814,,46.0,54.0,50.0,0.0
144,F1 Macro,0.342770572368178,Listwise Deletion,SVC,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
145,F1 Macro,0.3933129591936804,Listwise Deletion,RF,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
146,F1 Macro,0.33056947326960145,Listwise Deletion,Ridge,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
147,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
148,F1 Macro,0.9866613311991462,"ACF, correlation-only",ACF+RF,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
149,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
150,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
151,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
152,F1 Macro,0.9866659999333267,"ACF, with covariable",ACF+Ridge,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
153,F1 Macro,0.9733333333333333,KNN,KNN,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,49.4,50.0,50.0,50.0,0.0
154,F1 Macro,0.97999799979998,KNN,KNN+ROs,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,50.4,50.0,50.0,50.0,0.0
155,F1 Macro,1.0,DBC,DBC,0.81,0.050551365960360355,0.019649861663855656,0.039893643402705375,,50.0,50.0,50.0,0.0
156,F1 Macro,0.2997176736307171,Listwise Deletion,SVC,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
157,F1 Macro,0.28727748457077357,Listwise Deletion,RF,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
158,F1 Macro,0.3270538984824699,Listwise Deletion,Ridge,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
159,F1 Macro,0.9866184932423391,"ACF, correlation-only",ACF+SVC,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
160,F1 Macro,0.9866452991452991,"ACF, correlation-only",ACF+RF,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
161,F1 Macro,0.9663076248699184,"ACF, correlation-only",ACF+Ridge,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
162,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
163,F1 Macro,0.9931154405763157,"ACF, with covariable",ACF+RF,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
164,F1 Macro,0.973019081846575,"ACF, with covariable",ACF+Ridge,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
165,F1 Macro,0.8968286445012787,KNN,KNN,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,31.1,53.0,47.0,50.0,0.0
166,F1 Macro,0.9057239057239057,KNN,KNN+ROs,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,66.1,53.0,47.0,50.0,0.0
167,F1 Macro,0.9799498746867168,DBC,DBC,0.81,0.05139560711084187,0.01921608885344181,0.037973612946444316,,53.0,47.0,50.0,0.0
168,F1 Macro,0.33373169185600376,Listwise Deletion,SVC,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
169,F1 Macro,0.2748732748732749,Listwise Deletion,RF,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
170,F1 Macro,0.2687686897119675,Listwise Deletion,Ridge,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
171,F1 Macro,0.9932187298681043,"ACF, correlation-only",ACF+SVC,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
172,F1 Macro,0.9932187298681043,"ACF, correlation-only",ACF+RF,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
173,F1 Macro,0.9658994032395567,"ACF, correlation-only",ACF+Ridge,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
174,F1 Macro,0.9932187298681043,"ACF, with covariable",ACF+SVC,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
175,F1 Macro,0.985997879475126,"ACF, with covariable",ACF+RF,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
176,F1 Macro,0.9792907905430592,"ACF, with covariable",ACF+Ridge,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
177,F1 Macro,0.8975795821637607,KNN,KNN,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,18.2,56.0,44.0,50.0,0.0
178,F1 Macro,0.9456004351965183,KNN,KNN+ROs,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,67.7,56.0,44.0,50.0,0.0
179,F1 Macro,0.9796561896043129,DBC,DBC,0.81,0.05124745847750787,0.019183835885489192,0.041841258947696164,,56.0,44.0,50.0,0.0
180,F1 Macro,0.306012506012506,Listwise Deletion,SVC,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,,60.0,40.0,50.0,0.0
181,F1 Macro,0.3106885095658151,Listwise Deletion,RF,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,,60.0,40.0,50.0,0.0
182,F1 Macro,0.3560072267389341,Listwise Deletion,Ridge,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,,60.0,40.0,50.0,0.0
183,F1 Macro,1.0,"ACF, correlation-only",ACF+SVC,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,,60.0,40.0,50.0,0.0
184,F1 Macro,1.0,"ACF, correlation-only",ACF+RF,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,,60.0,40.0,50.0,0.0
185,F1 Macro,0.9572845396427755,"ACF, correlation-only",ACF+Ridge,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,,60.0,40.0,50.0,0.0
186,F1 Macro,0.9792509596431165,"ACF, with covariable",ACF+SVC,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,,60.0,40.0,50.0,0.0
187,F1 Macro,0.986111111111111,"ACF, with covariable",ACF+RF,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,,60.0,40.0,50.0,0.0
188,F1 Macro,0.9930257697806605,"ACF, with covariable",ACF+Ridge,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,,60.0,40.0,50.0,0.0
189,F1 Macro,0.8173948439620081,KNN,KNN,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,13.3,60.0,40.0,50.0,0.0
190,F1 Macro,0.9292586304470855,KNN,KNN+ROs,0.81,0.05103110894982945,0.02127664453636305,0.039424901072316526,76.9,60.0,40.0,50.0,0.0
