,Metric,Value,Method,Algorithm,mv,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23,Neighbors,a_size,b_size,c_size,Repetition
1425,F1 Macro,0.7700206027636217,KNN,KNN,0.81,0.05070387670967746,0.022457253405617217,0.041613443276504,17.8,66.0,34.0,50.0,4.0
1426,F1 Macro,0.8954240920185192,KNN,KNN+ROs,0.81,0.05070387670967746,0.022457253405617217,0.041613443276504,67.5,66.0,34.0,50.0,4.0
1427,F1 Macro,0.9926245528635174,DBC,DBC,0.81,0.05070387670967746,0.022457253405617217,0.041613443276504,,66.0,34.0,50.0,4.0
1428,F1 Macro,0.22439519049688542,Listwise Deletion,SVC,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1429,F1 Macro,0.3257246781036076,Listwise Deletion,RF,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1430,F1 Macro,0.3003801546391753,Listwise Deletion,Ridge,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1431,F1 Macro,0.9841269841269842,"ACF, correlation-only",ACF+SVC,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1432,F1 Macro,0.9919862162920223,"ACF, correlation-only",ACF+RF,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1433,F1 Macro,0.9919862162920223,"ACF, correlation-only",ACF+Ridge,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1434,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1435,F1 Macro,0.9838109114456856,"ACF, with covariable",ACF+RF,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1436,F1 Macro,0.9919862162920223,"ACF, with covariable",ACF+Ridge,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1437,F1 Macro,0.8648466008920125,KNN,KNN,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,7.4,70.0,30.0,50.0,4.0
1438,F1 Macro,0.9427473111683637,KNN,KNN+ROs,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,82.0,70.0,30.0,50.0,4.0
1439,F1 Macro,0.992137437590911,DBC,DBC,0.81,0.05164439589861684,0.022966037802431782,0.033794463361995306,,70.0,30.0,50.0,4.0
1440,F1 Macro,0.30596336162400745,Listwise Deletion,SVC,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1441,F1 Macro,0.30428392321931536,Listwise Deletion,RF,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1442,F1 Macro,0.31364212724696056,Listwise Deletion,Ridge,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1443,F1 Macro,0.9743293543832627,"ACF, correlation-only",ACF+SVC,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1444,F1 Macro,0.9830881109419921,"ACF, correlation-only",ACF+RF,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1445,F1 Macro,1.0,"ACF, correlation-only",ACF+Ridge,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1446,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1447,F1 Macro,0.9721978351088864,"ACF, with covariable",ACF+RF,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1448,F1 Macro,0.9914431181277542,"ACF, with covariable",ACF+Ridge,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1449,F1 Macro,0.7957434835695705,KNN,KNN,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,7.3,73.0,27.0,50.0,4.0
1450,F1 Macro,0.8960190136660725,KNN,KNN+ROs,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,67.5,73.0,27.0,50.0,4.0
1451,F1 Macro,0.9514327343370569,DBC,DBC,0.81,0.0507933452157449,0.017912299769126783,0.04449785420379922,,73.0,27.0,50.0,4.0
1452,F1 Macro,0.29200595901011006,Listwise Deletion,SVC,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1453,F1 Macro,0.29306184681884123,Listwise Deletion,RF,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1454,F1 Macro,0.32126425545780385,Listwise Deletion,Ridge,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1455,F1 Macro,0.9800282671063355,"ACF, correlation-only",ACF+SVC,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1456,F1 Macro,0.9907291521809669,"ACF, correlation-only",ACF+RF,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1457,F1 Macro,0.9811782420478071,"ACF, correlation-only",ACF+Ridge,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1458,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1459,F1 Macro,0.9907291521809669,"ACF, with covariable",ACF+RF,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1460,F1 Macro,0.9721874565429008,"ACF, with covariable",ACF+Ridge,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1461,F1 Macro,0.8069736385403247,KNN,KNN,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,6.0,76.0,24.0,50.0,4.0
1462,F1 Macro,0.8837981941430217,KNN,KNN+ROs,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,103.3,76.0,24.0,50.0,4.0
1463,F1 Macro,0.9817251461988304,DBC,DBC,0.81,0.051720334972867064,0.023395879389442126,0.04134720086069911,,76.0,24.0,50.0,4.0
1464,F1 Macro,0.30770065114619566,Listwise Deletion,SVC,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1465,F1 Macro,0.2890946679300543,Listwise Deletion,RF,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1466,F1 Macro,0.38465465789379066,Listwise Deletion,Ridge,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1467,F1 Macro,0.9693204479214602,"ACF, correlation-only",ACF+SVC,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1468,F1 Macro,0.9897734826404868,"ACF, correlation-only",ACF+RF,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1469,F1 Macro,0.9184658807300318,"ACF, correlation-only",ACF+Ridge,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1470,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1471,F1 Macro,0.9681477942347508,"ACF, with covariable",ACF+RF,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1472,F1 Macro,0.9778959365915888,"ACF, with covariable",ACF+Ridge,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1473,F1 Macro,0.7702229458444374,KNN,KNN,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,7.3,80.0,20.0,50.0,4.0
1474,F1 Macro,0.855828857858933,KNN,KNN+ROs,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,86.8,80.0,20.0,50.0,4.0
1475,F1 Macro,0.9086257309941521,DBC,DBC,0.81,0.0509562977334634,0.01565908704411592,0.04259768601409235,,80.0,20.0,50.0,4.0
1476,F1 Macro,0.26631368429463453,Listwise Deletion,SVC,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1477,F1 Macro,0.2904282587916667,Listwise Deletion,RF,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1478,F1 Macro,0.22269803443765568,Listwise Deletion,Ridge,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1479,F1 Macro,0.987902981914958,"ACF, correlation-only",ACF+SVC,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1480,F1 Macro,0.9604733514826136,"ACF, correlation-only",ACF+RF,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1481,F1 Macro,0.9503968253968255,"ACF, correlation-only",ACF+Ridge,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1482,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1483,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1484,F1 Macro,0.987902981914958,"ACF, with covariable",ACF+Ridge,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1485,F1 Macro,0.8535075312042482,KNN,KNN,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,3.3,83.0,17.0,50.0,4.0
1486,F1 Macro,0.8838014289233801,KNN,KNN+ROs,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,37.4,83.0,17.0,50.0,4.0
1487,F1 Macro,0.9350227420402858,DBC,DBC,0.81,0.05133497615310675,0.021073709071983665,0.04056047381267601,,83.0,17.0,50.0,4.0
1488,F1 Macro,0.29027227068464184,Listwise Deletion,SVC,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1489,F1 Macro,0.34460906522306906,Listwise Deletion,RF,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1490,F1 Macro,0.29871175523349436,Listwise Deletion,Ridge,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1491,F1 Macro,0.9571826161421537,"ACF, correlation-only",ACF+SVC,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1492,F1 Macro,0.9571826161421537,"ACF, correlation-only",ACF+RF,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1493,F1 Macro,0.9571826161421537,"ACF, correlation-only",ACF+Ridge,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1494,F1 Macro,0.9865564293876453,"ACF, with covariable",ACF+SVC,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1495,F1 Macro,0.9557866639377116,"ACF, with covariable",ACF+RF,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1496,F1 Macro,0.9857275387140513,"ACF, with covariable",ACF+Ridge,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1497,F1 Macro,0.6876876876876876,KNN,KNN,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,8.5,86.0,14.0,50.0,4.0
1498,F1 Macro,0.8538579395722253,KNN,KNN+ROs,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,75.1,86.0,14.0,50.0,4.0
1499,F1 Macro,0.905504370422868,DBC,DBC,0.81,0.051290415245785,0.023059852762992966,0.042306788513324936,,86.0,14.0,50.0,4.0
1500,F1 Macro,0.22134635619329093,Listwise Deletion,SVC,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1501,F1 Macro,0.28873128485994304,Listwise Deletion,RF,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1502,F1 Macro,0.26268461350428557,Listwise Deletion,Ridge,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1503,F1 Macro,0.9418435591741785,"ACF, correlation-only",ACF+SVC,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1504,F1 Macro,0.9806145197247261,"ACF, correlation-only",ACF+RF,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1505,F1 Macro,0.8708586883029074,"ACF, correlation-only",ACF+Ridge,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1506,F1 Macro,1.0,"ACF, with covariable",ACF+SVC,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1507,F1 Macro,0.9030725986236309,"ACF, with covariable",ACF+RF,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1508,F1 Macro,0.9171007340144696,"ACF, with covariable",ACF+Ridge,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1509,F1 Macro,0.765314607567488,KNN,KNN,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,2.3,90.0,10.0,50.0,4.0
1510,F1 Macro,0.7351307189542484,KNN,KNN+ROs,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,28.9,90.0,10.0,50.0,4.0
1511,F1 Macro,0.8807355607355607,DBC,DBC,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1512,F1 Macro,0.8763804557251303,Covariable Alone,SVC,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1513,F1 Macro,0.8225472521081709,Covariable Alone,RF,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1514,F1 Macro,0.6474933207606474,Covariable Alone,Ridge,0.81,0.0522971060861098,0.021159614804577703,0.029594011630806022,,90.0,10.0,50.0,4.0
1515,F1 Macro,0.2606349206349206,Listwise Deletion,SVC,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1516,F1 Macro,0.30718160278075124,Listwise Deletion,RF,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1517,F1 Macro,0.31329046371519054,Listwise Deletion,Ridge,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1518,F1 Macro,0.9592999592999593,"ACF, correlation-only",ACF+SVC,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1519,F1 Macro,0.9418435591741785,"ACF, correlation-only",ACF+RF,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1520,F1 Macro,0.8928533161898639,"ACF, correlation-only",ACF+Ridge,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1521,F1 Macro,0.9629629629629629,"ACF, with covariable",ACF+SVC,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1522,F1 Macro,0.9467943602021816,"ACF, with covariable",ACF+RF,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1523,F1 Macro,0.9357119897139183,"ACF, with covariable",ACF+Ridge,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1524,F1 Macro,0.5753981450689132,KNN,KNN,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,4.0,10.0,90.0,50.0,5.0
1525,F1 Macro,0.8037518037518038,KNN,KNN+ROs,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,72.4,10.0,90.0,50.0,5.0
1526,F1 Macro,0.8715478484264612,DBC,DBC,0.81,0.05085729145584028,0.024487695628064993,0.03860472321392856,,10.0,90.0,50.0,5.0
1527,F1 Macro,0.2947303269521027,Listwise Deletion,SVC,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1528,F1 Macro,0.2611408199643494,Listwise Deletion,RF,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1529,F1 Macro,0.31761748944847534,Listwise Deletion,Ridge,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1530,F1 Macro,0.9705275567344533,"ACF, correlation-only",ACF+SVC,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1531,F1 Macro,0.961811391223156,"ACF, correlation-only",ACF+RF,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1532,F1 Macro,0.9060986355457376,"ACF, correlation-only",ACF+Ridge,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1533,F1 Macro,0.9410551134689066,"ACF, with covariable",ACF+SVC,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1534,F1 Macro,0.9571826161421537,"ACF, with covariable",ACF+RF,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1535,F1 Macro,0.9368686868686869,"ACF, with covariable",ACF+Ridge,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1536,F1 Macro,0.5966079148653143,KNN,KNN,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,16.5,13.0,87.0,50.0,5.0
1537,F1 Macro,0.7785160575858251,KNN,KNN+ROs,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,111.4,13.0,87.0,50.0,5.0
1538,F1 Macro,0.9705275567344533,DBC,DBC,0.81,0.050609459223822956,0.004854240090548717,0.04070230247692609,,13.0,87.0,50.0,5.0
1539,F1 Macro,0.309659077882477,Listwise Deletion,SVC,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1540,F1 Macro,0.24224924012158056,Listwise Deletion,RF,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1541,F1 Macro,0.3052917842391527,Listwise Deletion,Ridge,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1542,F1 Macro,0.9751984126984127,"ACF, correlation-only",ACF+SVC,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1543,F1 Macro,0.9163211057947899,"ACF, correlation-only",ACF+RF,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1544,F1 Macro,0.9275338252884363,"ACF, correlation-only",ACF+Ridge,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1545,F1 Macro,0.9872749252401857,"ACF, with covariable",ACF+SVC,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1546,F1 Macro,0.9503968253968255,"ACF, with covariable",ACF+RF,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1547,F1 Macro,0.9543983000278109,"ACF, with covariable",ACF+Ridge,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1548,F1 Macro,0.6937740621951148,KNN,KNN,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,7.0,16.0,84.0,50.0,5.0
1549,F1 Macro,0.8392605987542696,KNN,KNN+ROs,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,78.7,16.0,84.0,50.0,5.0
1550,F1 Macro,0.9256781865477518,DBC,DBC,0.81,0.049975541522864625,0.01921433394009034,0.03281628785310875,,16.0,84.0,50.0,5.0
1551,F1 Macro,0.30915577300410263,Listwise Deletion,SVC,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1552,F1 Macro,0.3295810998610284,Listwise Deletion,RF,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1553,F1 Macro,0.2816773615146903,Listwise Deletion,Ridge,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1554,F1 Macro,0.9681477942347508,"ACF, correlation-only",ACF+SVC,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1555,F1 Macro,0.9414646272319539,"ACF, correlation-only",ACF+RF,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1556,F1 Macro,0.9096657633242998,"ACF, correlation-only",ACF+Ridge,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1557,F1 Macro,0.9791666666666666,"ACF, with covariable",ACF+SVC,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1558,F1 Macro,0.9668380036478196,"ACF, with covariable",ACF+RF,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1559,F1 Macro,0.9789139438564197,"ACF, with covariable",ACF+Ridge,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1560,F1 Macro,0.7307108101845893,KNN,KNN,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,6.1,20.0,80.0,50.0,5.0
1561,F1 Macro,0.8895104895104896,KNN,KNN+ROs,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,91.3,20.0,80.0,50.0,5.0
1562,F1 Macro,0.9435347261434218,DBC,DBC,0.81,0.05069565567938981,0.01817781555833753,0.04344661667365411,,20.0,80.0,50.0,5.0
1563,F1 Macro,0.37503607503607506,Listwise Deletion,SVC,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1564,F1 Macro,0.3433699633699634,Listwise Deletion,RF,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1565,F1 Macro,0.2970092330111456,Listwise Deletion,Ridge,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1566,F1 Macro,0.9634502923976608,"ACF, correlation-only",ACF+SVC,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1567,F1 Macro,0.9634502923976608,"ACF, correlation-only",ACF+RF,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1568,F1 Macro,0.9276871276871277,"ACF, correlation-only",ACF+Ridge,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1569,F1 Macro,0.9904420549581839,"ACF, with covariable",ACF+SVC,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1570,F1 Macro,0.9805749805749806,"ACF, with covariable",ACF+RF,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1571,F1 Macro,0.9666983922303071,"ACF, with covariable",ACF+Ridge,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1572,F1 Macro,0.7920870316261462,KNN,KNN,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,5.2,23.0,77.0,50.0,5.0
1573,F1 Macro,0.8805545652604477,KNN,KNN+ROs,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,79.6,23.0,77.0,50.0,5.0
1574,F1 Macro,0.948024948024948,DBC,DBC,0.81,0.05144029986914027,0.017832207783335552,0.04225580041897406,,23.0,77.0,50.0,5.0
1575,F1 Macro,0.3558601891935225,Listwise Deletion,SVC,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1576,F1 Macro,0.30074786324786323,Listwise Deletion,RF,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1577,F1 Macro,0.2856195317633226,Listwise Deletion,Ridge,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1578,F1 Macro,0.9914431181277542,"ACF, correlation-only",ACF+SVC,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1579,F1 Macro,0.9743293543832627,"ACF, correlation-only",ACF+RF,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1580,F1 Macro,0.9549488669640042,"ACF, correlation-only",ACF+Ridge,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1581,F1 Macro,0.9830881109419923,"ACF, with covariable",ACF+SVC,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1582,F1 Macro,1.0,"ACF, with covariable",ACF+RF,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1583,F1 Macro,0.9729693201784024,"ACF, with covariable",ACF+Ridge,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1584,F1 Macro,0.7636659215606585,KNN,KNN,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,7.3,26.0,74.0,50.0,5.0
1585,F1 Macro,0.9100314889788574,KNN,KNN+ROs,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,62.0,26.0,74.0,50.0,5.0
1586,F1 Macro,0.9572155906387713,DBC,DBC,0.81,0.051918660401053196,0.01638890444844185,0.040159647966551346,,26.0,74.0,50.0,5.0
1587,F1 Macro,0.32588914190604223,Listwise Deletion,SVC,0.81,0.050967649581276725,0.020667570908977667,0.03923791839412452,,30.0,70.0,50.0,5.0
1588,F1 Macro,0.3492945152123586,Listwise Deletion,RF,0.81,0.050967649581276725,0.020667570908977667,0.03923791839412452,,30.0,70.0,50.0,5.0
1589,F1 Macro,0.3163141122151963,Listwise Deletion,Ridge,0.81,0.050967649581276725,0.020667570908977667,0.03923791839412452,,30.0,70.0,50.0,5.0
1590,F1 Macro,0.9919862162920223,"ACF, correlation-only",ACF+SVC,0.81,0.050967649581276725,0.020667570908977667,0.03923791839412452,,30.0,70.0,50.0,5.0
1591,F1 Macro,0.9844163939535608,"ACF, correlation-only",ACF+RF,0.81,0.050967649581276725,0.020667570908977667,0.03923791839412452,,30.0,70.0,50.0,5.0
1592,F1 Macro,0.9841269841269842,"ACF, correlation-only",ACF+Ridge,0.81,0.050967649581276725,0.020667570908977667,0.03923791839412452,,30.0,70.0,50.0,5.0
1593,F1 Macro,0.9841269841269842,"ACF, with covariable",ACF+SVC,0.81,0.050967649581276725,0.020667570908977667,0.03923791839412452,,30.0,70.0,50.0,5.0
1594,F1 Macro,0.9841269841269842,"ACF, with covariable",ACF+RF,0.81,0.050967649581276725,0.020667570908977667,0.03923791839412452,,30.0,70.0,50.0,5.0
