,Algorithm,References,Train Size,Runtime,Value,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23
973,F-ACF,20,174.0,0.013589050744970639,0.8638047138047137,0.08162549994427196,0.026719852874942523,0.03656874542861048
974,F-DBC,20,174.0,0.015143637824803591,0.9010989010989011,0.08162549994427196,0.026719852874942523,0.03656874542861048
975,"F-ACF, Optimized",20,174.0,0.40720492685213683,0.8848951647411211,0.08162549994427196,0.026719852874942523,0.03656874542861048
976,F-ACF,30,174.0,0.020320393455525238,0.900961407693354,0.08162549994427196,0.026719852874942523,0.03656874542861048
977,F-DBC,30,174.0,0.02190426823993524,0.9833229101521784,0.08162549994427196,0.026719852874942523,0.03656874542861048
978,"F-ACF, Optimized",30,174.0,0.41759655013059577,0.9176055822322652,0.08162549994427196,0.026719852874942523,0.03656874542861048
979,KNN,Naive (All),179.0,0.03973896928752462,0.7538587538587538,0.08162549994427196,0.026719852874942523,0.03656874542861048
980,DBC,Naive (All),179.0,0.041928883921355006,1.0,0.08162549994427196,0.026719852874942523,0.03656874542861048
981,F-ACF,10,179.0,0.006855988999207815,0.7845003256234112,0.08162549994427196,0.026719852874942523,0.03656874542861048
982,F-DBC,10,179.0,0.008144980451713005,0.8038277511961721,0.08162549994427196,0.026719852874942523,0.03656874542861048
983,"F-ACF, Optimized",10,179.0,0.3236168699339032,0.8349394690858105,0.08162549994427196,0.026719852874942523,0.03656874542861048
984,F-ACF,20,179.0,0.013505601044744252,0.846522480668822,0.08162549994427196,0.026719852874942523,0.03656874542861048
985,F-DBC,20,179.0,0.014960904233157634,0.7834590404357846,0.08162549994427196,0.026719852874942523,0.03656874542861048
986,"F-ACF, Optimized",20,179.0,0.4227324017323554,0.9161317928968763,0.08162549994427196,0.026719852874942523,0.03656874542861048
987,F-ACF,30,179.0,0.0201595819555223,0.8653198653198654,0.08162549994427196,0.026719852874942523,0.03656874542861048
988,F-DBC,30,179.0,0.02178129767999053,0.9166145507608922,0.08162549994427196,0.026719852874942523,0.03656874542861048
989,"F-ACF, Optimized",30,179.0,0.4215939915118118,0.9497171590194845,0.08162549994427196,0.026719852874942523,0.03656874542861048
990,KNN,Naive (All),185.0,0.04203273042415579,0.7402977890782768,0.08162549994427196,0.026719852874942523,0.03656874542861048
991,DBC,Naive (All),185.0,0.04333853327358762,0.9166145507608922,0.08162549994427196,0.026719852874942523,0.03656874542861048
992,F-ACF,10,185.0,0.006844539940357208,0.7713323713323713,0.08162549994427196,0.026719852874942523,0.03656874542861048
993,F-DBC,10,185.0,0.008130412517736356,0.814983164983165,0.08162549994427196,0.026719852874942523,0.03656874542861048
994,"F-ACF, Optimized",10,185.0,0.33479652777314184,0.7230769230769231,0.08162549994427196,0.026719852874942523,0.03656874542861048
995,F-ACF,20,185.0,0.01351774406308929,0.8829840719703048,0.08162549994427196,0.026719852874942523,0.03656874542861048
996,F-DBC,20,185.0,0.015007933508604765,0.9,0.08162549994427196,0.026719852874942523,0.03656874542861048
997,"F-ACF, Optimized",20,185.0,0.43690344067290426,0.8309798887462558,0.08162549994427196,0.026719852874942523,0.03656874542861048
998,F-ACF,30,185.0,0.020327200554311274,0.9833229101521784,0.08162549994427196,0.026719852874942523,0.03656874542861048
999,F-DBC,30,185.0,0.02185066919773817,0.9161317928968763,0.08162549994427196,0.026719852874942523,0.03656874542861048
1000,"F-ACF, Optimized",30,185.0,0.4329382061958313,0.9666666666666668,0.08162549994427196,0.026719852874942523,0.03656874542861048
1001,KNN,Naive (All),191.0,0.042127292851607004,0.8200500151719664,0.08162549994427196,0.026719852874942523,0.03656874542861048
1002,DBC,Naive (All),191.0,0.0447190945657591,0.9833229101521784,0.08162549994427196,0.026719852874942523,0.03656874542861048
1003,F-ACF,10,191.0,0.006876906411101421,0.7643902643902644,0.08162549994427196,0.026719852874942523,0.03656874542861048
1004,F-DBC,10,191.0,0.008112514670938254,0.7692307692307692,0.08162549994427196,0.026719852874942523,0.03656874542861048
1005,"F-ACF, Optimized",10,191.0,0.351019666933765,0.8092284976005906,0.08162549994427196,0.026719852874942523,0.03656874542861048
1006,F-ACF,20,191.0,0.013510802605499824,0.8316135084427767,0.08162549994427196,0.026719852874942523,0.03656874542861048
1007,F-DBC,20,191.0,0.014980344846844674,0.8444409249287297,0.08162549994427196,0.026719852874942523,0.03656874542861048
1008,"F-ACF, Optimized",20,191.0,0.4379144091159105,0.7844277631252677,0.08162549994427196,0.026719852874942523,0.03656874542861048
1009,F-ACF,30,191.0,0.020187135289112725,0.9158015426308109,0.08162549994427196,0.026719852874942523,0.03656874542861048
1010,F-DBC,30,191.0,0.02568535807852944,0.9506533178503803,0.08162549994427196,0.026719852874942523,0.03656874542861048
1011,"F-ACF, Optimized",30,191.0,0.4458558326897522,0.8505245798478883,0.08162549994427196,0.026719852874942523,0.03656874542861048
1012,KNN,Naive (All),197.0,0.04361750446259975,0.7860737114103088,0.08162549994427196,0.026719852874942523,0.03656874542861048
1013,DBC,Naive (All),197.0,0.046078915148973464,0.9666666666666668,0.08162549994427196,0.026719852874942523,0.03656874542861048
1014,F-ACF,10,197.0,0.006858797930181027,0.7698412698412698,0.08162549994427196,0.026719852874942523,0.03656874542861048
1015,F-DBC,10,197.0,0.00807537247116367,0.8144078144078143,0.08162549994427196,0.026719852874942523,0.03656874542861048
1016,"F-ACF, Optimized",10,197.0,0.36325314212590454,0.7793368281173159,0.08162549994427196,0.026719852874942523,0.03656874542861048
1017,F-ACF,20,197.0,0.01350140937914451,0.8677838677838677,0.08162549994427196,0.026719852874942523,0.03656874542861048
1018,F-DBC,20,197.0,0.015036054328083992,0.8333333333333334,0.08162549994427196,0.026719852874942523,0.03656874542861048
1019,"F-ACF, Optimized",20,197.0,0.4488420505387088,0.9333020637898687,0.08162549994427196,0.026719852874942523,0.03656874542861048
1020,F-ACF,30,197.0,0.020250914183755717,0.8811878080170764,0.08162549994427196,0.026719852874942523,0.03656874542861048
1021,F-DBC,30,197.0,0.02185597727075219,0.9,0.08162549994427196,0.026719852874942523,0.03656874542861048
1022,"F-ACF, Optimized",30,197.0,0.46536032560591895,0.9326599326599326,0.08162549994427196,0.026719852874942523,0.03656874542861048
1023,KNN,Naive (All),202.0,0.04467026721686125,0.849002849002849,0.08162549994427196,0.026719852874942523,0.03656874542861048
1024,DBC,Naive (All),202.0,0.046817931719124316,0.9499687304565354,0.08162549994427196,0.026719852874942523,0.03656874542861048
1025,F-ACF,10,202.0,0.006791128156085809,0.6893939393939394,0.08162549994427196,0.026719852874942523,0.03656874542861048
1026,F-DBC,10,202.0,0.00808983159561952,0.7333333333333334,0.08162549994427196,0.026719852874942523,0.03656874542861048
1027,"F-ACF, Optimized",10,202.0,0.3653883963512878,0.8518541797611565,0.08162549994427196,0.026719852874942523,0.03656874542861048
1028,F-ACF,20,202.0,0.013845551200211048,0.8668153102935712,0.08162549994427196,0.026719852874942523,0.03656874542861048
1029,F-DBC,20,202.0,0.015031911619007587,0.8832603710652491,0.08162549994427196,0.026719852874942523,0.03656874542861048
1030,"F-ACF, Optimized",20,202.0,0.4585670699054996,0.8503335417969565,0.08162549994427196,0.026719852874942523,0.03656874542861048
1031,F-ACF,30,202.0,0.02016398059204221,0.9169719169719169,0.08162549994427196,0.026719852874942523,0.03656874542861048
1032,F-DBC,30,202.0,0.021839273317406576,0.9,0.08162549994427196,0.026719852874942523,0.03656874542861048
1033,"F-ACF, Optimized",30,202.0,0.4754509943847855,0.94993894993895,0.08162549994427196,0.026719852874942523,0.03656874542861048
1034,KNN,Naive (All),208.0,0.04614616051937143,0.8170940170940172,0.08162549994427196,0.026719852874942523,0.03656874542861048
1035,DBC,Naive (All),208.0,0.048574594873934986,0.9499687304565354,0.08162549994427196,0.026719852874942523,0.03656874542861048
1036,F-ACF,10,208.0,0.00679561219488581,0.8157390035438815,0.08162549994427196,0.026719852874942523,0.03656874542861048
1037,F-DBC,10,208.0,0.008148536396523317,0.7812742441149901,0.08162549994427196,0.026719852874942523,0.03656874542861048
1038,"F-ACF, Optimized",10,208.0,0.40052343923598527,0.8850076891692559,0.08162549994427196,0.026719852874942523,0.03656874542861048
1039,F-ACF,20,208.0,0.013466858180860679,0.8976982097186701,0.08162549994427196,0.026719852874942523,0.03656874542861048
1040,F-DBC,20,208.0,0.015717297481993835,0.8681318681318682,0.08162549994427196,0.026719852874942523,0.03656874542861048
1041,"F-ACF, Optimized",20,208.0,0.4720773769542575,0.9499687304565354,0.08162549994427196,0.026719852874942523,0.03656874542861048
1042,F-ACF,30,208.0,0.020086221676319838,0.9833229101521784,0.08162549994427196,0.026719852874942523,0.03656874542861048
1043,F-DBC,30,208.0,0.02185444807012876,0.9333333333333335,0.08162549994427196,0.026719852874942523,0.03656874542861048
1044,"F-ACF, Optimized",30,208.0,0.4927458147207896,0.9326599326599326,0.08162549994427196,0.026719852874942523,0.03656874542861048
1045,KNN,Naive (All),214.0,0.04743263879790902,0.750992250992251,0.08162549994427196,0.026719852874942523,0.03656874542861048
1046,DBC,Naive (All),214.0,0.04977113781496882,0.9666666666666668,0.08162549994427196,0.026719852874942523,0.03656874542861048
1047,F-ACF,10,214.0,0.0068295078662534555,0.7604193192428484,0.08162549994427196,0.026719852874942523,0.03656874542861048
1048,F-DBC,10,214.0,0.00809884515280525,0.7638680033416875,0.08162549994427196,0.026719852874942523,0.03656874542861048
1049,"F-ACF, Optimized",10,214.0,0.38643927170584597,0.8678757556806338,0.08162549994427196,0.026719852874942523,0.03656874542861048
1050,F-ACF,20,214.0,0.013465110709269841,0.9161952650324743,0.08162549994427196,0.026719852874942523,0.03656874542861048
1051,F-DBC,20,214.0,0.01499623196820418,0.8989898989898989,0.08162549994427196,0.026719852874942523,0.03656874542861048
1052,"F-ACF, Optimized",20,214.0,0.487703145823131,0.9150788419081102,0.08162549994427196,0.026719852874942523,0.03656874542861048
1053,F-ACF,30,214.0,0.020109680698563656,0.9008417508417509,0.08162549994427196,0.026719852874942523,0.03656874542861048
1054,F-DBC,30,214.0,0.02185002180437247,0.9333333333333332,0.08162549994427196,0.026719852874942523,0.03656874542861048
1055,"F-ACF, Optimized",30,214.0,0.502033572923392,0.9503960808838858,0.08162549994427196,0.026719852874942523,0.03656874542861048
1056,KNN,Naive (All),219.0,0.04849113036567966,0.7710349884768489,0.08162549994427196,0.026719852874942523,0.03656874542861048
1057,DBC,Naive (All),219.0,0.051461042898396654,0.9497171590194845,0.08162549994427196,0.026719852874942523,0.03656874542861048
1058,F-ACF,10,219.0,0.006843822076916695,0.7621971595655807,0.08162549994427196,0.026719852874942523,0.03656874542861048
1059,F-DBC,10,219.0,0.008076465222984552,0.7542279121226491,0.08162549994427196,0.026719852874942523,0.03656874542861048
1060,"F-ACF, Optimized",10,219.0,0.3909168950282037,0.7993283746037724,0.08162549994427196,0.026719852874942523,0.03656874542861048
1061,F-ACF,20,219.0,0.01355446269735694,0.8647451963241437,0.08162549994427196,0.026719852874942523,0.03656874542861048
1062,F-DBC,20,219.0,0.015084033769865831,0.8671717171717171,0.08162549994427196,0.026719852874942523,0.03656874542861048
1063,"F-ACF, Optimized",20,219.0,0.4964059152950843,0.8826733710454641,0.08162549994427196,0.026719852874942523,0.03656874542861048
1064,F-ACF,30,219.0,0.020258255520214638,0.9006265664160402,0.08162549994427196,0.026719852874942523,0.03656874542861048
1065,F-DBC,30,219.0,0.021755574612567823,0.9340659340659342,0.08162549994427196,0.026719852874942523,0.03656874542861048
1066,"F-ACF, Optimized",30,219.0,0.5105347722458343,0.8989898989898989,0.08162549994427196,0.026719852874942523,0.03656874542861048
1067,KNN,Naive (All),225.0,0.04972679919252793,0.8523748395378691,0.08162549994427196,0.026719852874942523,0.03656874542861048
1068,DBC,Naive (All),225.0,0.05243550520390272,0.9499687304565354,0.08162549994427196,0.026719852874942523,0.03656874542861048
1069,F-ACF,10,225.0,0.006820639129728079,0.8297410192147033,0.08162549994427196,0.026719852874942523,0.03656874542861048
1070,F-DBC,10,225.0,0.008078994353612264,0.7660818713450293,0.08162549994427196,0.026719852874942523,0.03656874542861048
1071,"F-ACF, Optimized",10,225.0,0.41014273607482515,0.8469096273974323,0.08162549994427196,0.026719852874942523,0.03656874542861048
1072,F-ACF,20,225.0,0.016077693769087395,0.8182614133833646,0.08162549994427196,0.026719852874942523,0.03656874542861048
1073,F-DBC,20,225.0,0.016191563475877045,0.8480284027646477,0.08162549994427196,0.026719852874942523,0.03656874542861048
1074,"F-ACF, Optimized",20,225.0,0.5076598204361896,0.9331662489557226,0.08162549994427196,0.026719852874942523,0.03656874542861048
1075,F-ACF,30,225.0,0.020186789985746145,0.8850076891692559,0.08162549994427196,0.026719852874942523,0.03656874542861048
1076,F-DBC,30,225.0,0.02182594845071435,0.9166145507608922,0.08162549994427196,0.026719852874942523,0.03656874542861048
1077,"F-ACF, Optimized",30,225.0,0.5264084889863928,0.9497171590194845,0.08162549994427196,0.026719852874942523,0.03656874542861048
1078,KNN,Naive (All),231.0,0.05096614770591259,0.8353760737481668,0.08162549994427196,0.026719852874942523,0.03656874542861048
1079,DBC,Naive (All),231.0,0.05382136348634958,0.9499687304565354,0.08162549994427196,0.026719852874942523,0.03656874542861048
1080,F-ACF,10,231.0,0.006731299497187137,0.8292894097772147,0.08162549994427196,0.026719852874942523,0.03656874542861048
1081,F-DBC,10,231.0,0.008058532203237215,0.8679136720752388,0.08162549994427196,0.026719852874942523,0.03656874542861048
1082,"F-ACF, Optimized",10,231.0,0.4313625323586166,0.8508124849588263,0.08162549994427196,0.026719852874942523,0.03656874542861048
1083,F-ACF,20,231.0,0.01332540853569905,0.9174154899443732,0.08162549994427196,0.026719852874942523,0.03656874542861048
1084,F-DBC,20,231.0,0.014962259276459614,0.9006265664160402,0.08162549994427196,0.026719852874942523,0.03656874542861048
1085,"F-ACF, Optimized",20,231.0,0.5230135810561478,0.8677838677838677,0.08162549994427196,0.026719852874942523,0.03656874542861048
1086,F-ACF,30,231.0,0.020101420984913906,0.8826733710454641,0.08162549994427196,0.026719852874942523,0.03656874542861048
1087,F-DBC,30,231.0,0.021888327474395435,0.8845578466141503,0.08162549994427196,0.026719852874942523,0.03656874542861048
1088,"F-ACF, Optimized",30,231.0,0.5364331408403814,0.9331662489557226,0.08162549994427196,0.026719852874942523,0.03656874542861048
1089,KNN,Naive (All),237.0,0.05230567930266261,0.8356307435254804,0.08162549994427196,0.026719852874942523,0.03656874542861048
1090,DBC,Naive (All),237.0,0.055268946724633373,0.9665831244778613,0.08162549994427196,0.026719852874942523,0.03656874542861048
1091,F-ACF,10,237.0,0.00675716142480572,0.6706780912037482,0.08162549994427196,0.026719852874942523,0.03656874542861048
1092,F-DBC,10,237.0,0.008109600314249595,0.6456479362657852,0.08162549994427196,0.026719852874942523,0.03656874542861048
1093,"F-ACF, Optimized",10,237.0,0.44189805494000517,0.8502867586815404,0.08162549994427196,0.026719852874942523,0.03656874542861048
1094,F-ACF,20,237.0,0.013537937713166078,0.9,0.08162549994427196,0.026719852874942523,0.03656874542861048
1095,F-DBC,20,237.0,0.015041555340091387,0.8297410192147033,0.08162549994427196,0.026719852874942523,0.03656874542861048
1096,"F-ACF, Optimized",20,237.0,0.5335240270632009,0.9170419011882426,0.08162549994427196,0.026719852874942523,0.03656874542861048
1097,F-ACF,30,237.0,0.020065675117075445,0.9499687304565354,0.08162549994427196,0.026719852874942523,0.03656874542861048
1098,F-DBC,30,237.0,0.022011761801938215,0.899749373433584,0.08162549994427196,0.026719852874942523,0.03656874542861048
1099,"F-ACF, Optimized",30,237.0,0.5441022051498294,0.9166145507608922,0.08162549994427196,0.026719852874942523,0.03656874542861048
1100,KNN,Naive (All),100.0,0.022236263596763214,0.8035353535353535,0.08158822716699171,0.019491197889567047,0.042632755281211715
1101,DBC,Naive (All),100.0,0.024135362046460312,0.8654238458400026,0.08158822716699171,0.019491197889567047,0.042632755281211715
1102,F-ACF,10,100.0,0.006896966074903806,0.7462406015037594,0.08158822716699171,0.019491197889567047,0.042632755281211715
1103,F-DBC,10,100.0,0.008129392005503177,0.8518541797611565,0.08158822716699171,0.019491197889567047,0.042632755281211715
1104,"F-ACF, Optimized",10,100.0,0.19790724121655026,0.8301592289964383,0.08158822716699171,0.019491197889567047,0.042632755281211715
1105,F-ACF,20,100.0,0.013466962209592263,0.8473748473748474,0.08158822716699171,0.019491197889567047,0.042632755281211715
1106,F-DBC,20,100.0,0.015033636676768462,0.8647451963241437,0.08158822716699171,0.019491197889567047,0.042632755281211715
1107,"F-ACF, Optimized",20,100.0,0.24577207931627829,0.967032967032967,0.08158822716699171,0.019491197889567047,0.042632755281211715
