,Algorithm,References,Train Size,Runtime,Value,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23
744,"F-ACF, Optimized",20,197.0,0.44933752647290626,0.8699569134351743,0.08144897012455837,0.021249607235573537,0.03986873631895982
745,F-ACF,30,197.0,0.020063051022589207,0.9666666666666668,0.08144897012455837,0.021249607235573537,0.03986873631895982
746,F-DBC,30,197.0,0.021837015356868505,0.9333333333333332,0.08144897012455837,0.021249607235573537,0.03986873631895982
747,"F-ACF, Optimized",30,197.0,0.4589009180354575,0.9169719169719169,0.08144897012455837,0.021249607235573537,0.03986873631895982
748,KNN,Naive (All),202.0,0.04485853143657247,0.8478233478233479,0.08144897012455837,0.021249607235573537,0.03986873631895982
749,DBC,Naive (All),202.0,0.04737876386692127,0.9833229101521784,0.08144897012455837,0.021249607235573537,0.03986873631895982
750,F-ACF,10,202.0,0.0068259357164303465,0.770846427823172,0.08144897012455837,0.021249607235573537,0.03986873631895982
751,F-DBC,10,202.0,0.008107763373603423,0.8122443000491781,0.08144897012455837,0.021249607235573537,0.03986873631895982
752,"F-ACF, Optimized",10,202.0,0.36526054770996175,0.8306182121971594,0.08144897012455837,0.021249607235573537,0.03986873631895982
753,F-ACF,20,202.0,0.013543711043894291,0.8519599535511407,0.08144897012455837,0.021249607235573537,0.03986873631895982
754,F-DBC,20,202.0,0.015052145564307768,0.9323725981620719,0.08144897012455837,0.021249607235573537,0.03986873631895982
755,"F-ACF, Optimized",20,202.0,0.4578172443745037,0.9010989010989011,0.08144897012455837,0.021249607235573537,0.03986873631895982
756,F-ACF,30,202.0,0.02025976696362098,0.9665831244778613,0.08144897012455837,0.021249607235573537,0.03986873631895982
757,F-DBC,30,202.0,0.021746817883104085,0.9499687304565354,0.08144897012455837,0.021249607235573537,0.03986873631895982
758,"F-ACF, Optimized",30,202.0,0.4689284828491509,0.9503960808838858,0.08144897012455837,0.021249607235573537,0.03986873631895982
759,KNN,Naive (All),208.0,0.045891555057217676,0.8132497216445033,0.08144897012455837,0.021249607235573537,0.03986873631895982
760,DBC,Naive (All),208.0,0.048337082689007126,1.0,0.08144897012455837,0.021249607235573537,0.03986873631895982
761,F-ACF,10,208.0,0.006872824269036452,0.7793477688214531,0.08144897012455837,0.021249607235573537,0.03986873631895982
762,F-DBC,10,208.0,0.008108613236496845,0.7698988186793065,0.08144897012455837,0.021249607235573537,0.03986873631895982
763,"F-ACF, Optimized",10,208.0,0.383656557276845,0.8016835016835016,0.08144897012455837,0.021249607235573537,0.03986873631895982
764,F-ACF,20,208.0,0.013585494458675384,0.8503335417969565,0.08144897012455837,0.021249607235573537,0.03986873631895982
765,F-DBC,20,208.0,0.015050063747912646,0.8648287385129491,0.08144897012455837,0.021249607235573537,0.03986873631895982
766,"F-ACF, Optimized",20,208.0,0.47848630727579194,0.8991348759641443,0.08144897012455837,0.021249607235573537,0.03986873631895982
767,F-ACF,30,208.0,0.020187736147393782,0.8989898989898989,0.08144897012455837,0.021249607235573537,0.03986873631895982
768,F-DBC,30,208.0,0.021857532579451798,0.9340659340659342,0.08144897012455837,0.021249607235573537,0.03986873631895982
769,"F-ACF, Optimized",30,208.0,0.482657890021801,0.9833229101521784,0.08144897012455837,0.021249607235573537,0.03986873631895982
770,KNN,Naive (All),214.0,0.04708002470433712,0.8670419011882426,0.08144897012455837,0.021249607235573537,0.03986873631895982
771,DBC,Naive (All),214.0,0.04981259200721979,0.9833229101521784,0.08144897012455837,0.021249607235573537,0.03986873631895982
772,F-ACF,10,214.0,0.006845984359582265,0.7992905797783846,0.08144897012455837,0.021249607235573537,0.03986873631895982
773,F-DBC,10,214.0,0.008146144884328048,0.7633718442447582,0.08144897012455837,0.021249607235573537,0.03986873631895982
774,"F-ACF, Optimized",10,214.0,0.3883159704816838,0.8355383355383355,0.08144897012455837,0.021249607235573537,0.03986873631895982
775,F-ACF,20,214.0,0.013556722116967042,0.9340659340659342,0.08144897012455837,0.021249607235573537,0.03986873631895982
776,F-DBC,20,214.0,0.015086716289321582,0.8826733710454641,0.08144897012455837,0.021249607235573537,0.03986873631895982
777,"F-ACF, Optimized",20,214.0,0.4890678574020664,0.9161317928968763,0.08144897012455837,0.021249607235573537,0.03986873631895982
778,F-ACF,30,214.0,0.0201588141421477,0.9333333333333332,0.08144897012455837,0.021249607235573537,0.03986873631895982
779,F-DBC,30,214.0,0.02180166036511461,0.8653198653198654,0.08144897012455837,0.021249607235573537,0.03986873631895982
780,"F-ACF, Optimized",30,214.0,0.4992651831358671,0.9497171590194845,0.08144897012455837,0.021249607235573537,0.03986873631895982
781,KNN,Naive (All),219.0,0.048632021186252435,0.8146538146538148,0.08144897012455837,0.021249607235573537,0.03986873631895982
782,DBC,Naive (All),219.0,0.05112112583592534,0.9833229101521784,0.08144897012455837,0.021249607235573537,0.03986873631895982
783,F-ACF,10,219.0,0.006834926114728053,0.8157390035438815,0.08144897012455837,0.021249607235573537,0.03986873631895982
784,F-DBC,10,219.0,0.008126660032818716,0.8675466163838257,0.08144897012455837,0.021249607235573537,0.03986873631895982
785,"F-ACF, Optimized",10,219.0,0.39753536380206544,0.8505028284098052,0.08144897012455837,0.021249607235573537,0.03986873631895982
786,F-ACF,20,219.0,0.013577850814908744,0.9,0.08144897012455837,0.021249607235573537,0.03986873631895982
787,F-DBC,20,219.0,0.015053774509578944,0.8157390035438815,0.08144897012455837,0.021249607235573537,0.03986873631895982
788,"F-ACF, Optimized",20,219.0,0.49377010253568493,0.9169719169719169,0.08144897012455837,0.021249607235573537,0.03986873631895982
789,F-ACF,30,219.0,0.020079894922673702,0.9665831244778613,0.08144897012455837,0.021249607235573537,0.03986873631895982
790,F-DBC,30,219.0,0.021781359737118085,0.9331662489557226,0.08144897012455837,0.021249607235573537,0.03986873631895982
791,"F-ACF, Optimized",30,219.0,0.5146547984642287,0.9323919554985024,0.08144897012455837,0.021249607235573537,0.03986873631895982
792,KNN,Naive (All),225.0,0.05003474578261376,0.846825895663105,0.08144897012455837,0.021249607235573537,0.03986873631895982
793,DBC,Naive (All),225.0,0.05212845119337241,1.0,0.08144897012455837,0.021249607235573537,0.03986873631895982
794,F-ACF,10,225.0,0.006839432939887047,0.7232306043990673,0.08144897012455837,0.021249607235573537,0.03986873631895982
795,F-DBC,10,225.0,0.008084072855611642,0.8516155930790078,0.08144897012455837,0.021249607235573537,0.03986873631895982
796,"F-ACF, Optimized",10,225.0,0.42066235362241666,0.7858644823149108,0.08144897012455837,0.021249607235573537,0.03986873631895982
797,F-ACF,20,225.0,0.013556561153382062,0.917469251615593,0.08144897012455837,0.021249607235573537,0.03986873631895982
798,F-DBC,20,225.0,0.015022475769122441,0.9341229341229341,0.08144897012455837,0.021249607235573537,0.03986873631895982
799,"F-ACF, Optimized",20,225.0,0.5133132540620864,0.9166145507608922,0.08144897012455837,0.021249607235573537,0.03986873631895982
800,F-ACF,30,225.0,0.02022385016704599,0.9497171590194845,0.08144897012455837,0.021249607235573537,0.03986873631895982
801,F-DBC,30,225.0,0.021829204292347033,0.9161952650324743,0.08144897012455837,0.021249607235573537,0.03986873631895982
802,"F-ACF, Optimized",30,225.0,0.5195659505513807,0.9833229101521784,0.08144897012455837,0.021249607235573537,0.03986873631895982
803,KNN,Naive (All),231.0,0.05112781943753362,0.82991452991453,0.08144897012455837,0.021249607235573537,0.03986873631895982
804,DBC,Naive (All),231.0,0.05390824917703867,0.9833229101521784,0.08144897012455837,0.021249607235573537,0.03986873631895982
805,F-ACF,10,231.0,0.006872231389085452,0.7886822993205972,0.08144897012455837,0.021249607235573537,0.03986873631895982
806,F-DBC,10,231.0,0.0080579137429595,0.8339598997493735,0.08144897012455837,0.021249607235573537,0.03986873631895982
807,"F-ACF, Optimized",10,231.0,0.41563833840191367,0.8166666666666668,0.08144897012455837,0.021249607235573537,0.03986873631895982
808,F-ACF,20,231.0,0.013581573559592167,0.8797487065779749,0.08144897012455837,0.021249607235573537,0.03986873631895982
809,F-DBC,20,231.0,0.01496328143402934,0.8662080466958516,0.08144897012455837,0.021249607235573537,0.03986873631895982
810,"F-ACF, Optimized",20,231.0,0.5238474383018911,0.9158015426308109,0.08144897012455837,0.021249607235573537,0.03986873631895982
811,F-ACF,30,231.0,0.020286667719483377,0.9333333333333332,0.08144897012455837,0.021249607235573537,0.03986873631895982
812,F-DBC,30,231.0,0.021797724285473427,0.9007101086048456,0.08144897012455837,0.021249607235573537,0.03986873631895982
813,"F-ACF, Optimized",30,231.0,0.5296339668643971,0.9499687304565354,0.08144897012455837,0.021249607235573537,0.03986873631895982
814,KNN,Naive (All),237.0,0.05263480426122745,0.8654238458400026,0.08144897012455837,0.021249607235573537,0.03986873631895982
815,DBC,Naive (All),237.0,0.05524198245257139,0.9833229101521784,0.08144897012455837,0.021249607235573537,0.03986873631895982
816,F-ACF,10,237.0,0.007049507244179646,0.8286195286195287,0.08144897012455837,0.021249607235573537,0.03986873631895982
817,F-DBC,10,237.0,0.008413273189216853,0.7440750855385002,0.08144897012455837,0.021249607235573537,0.03986873631895982
818,"F-ACF, Optimized",10,237.0,0.41973542189225554,0.7800236406619386,0.08144897012455837,0.021249607235573537,0.03986873631895982
819,F-ACF,20,237.0,0.01359147581582268,0.8991348759641443,0.08144897012455837,0.021249607235573537,0.03986873631895982
820,F-DBC,20,237.0,0.015042497776448727,0.8472967741260424,0.08144897012455837,0.021249607235573537,0.03986873631895982
821,"F-ACF, Optimized",20,237.0,0.5448085842033227,0.8850076891692559,0.08144897012455837,0.021249607235573537,0.03986873631895982
822,F-ACF,30,237.0,0.020288659228632846,0.899749373433584,0.08144897012455837,0.021249607235573537,0.03986873631895982
823,F-DBC,30,237.0,0.021815623032550018,0.8832603710652491,0.08144897012455837,0.021249607235573537,0.03986873631895982
824,"F-ACF, Optimized",30,237.0,0.5441953109577298,0.9166145507608922,0.08144897012455837,0.021249607235573537,0.03986873631895982
825,KNN,Naive (All),100.0,0.022148233900467554,0.7363408521303257,0.08162549994427196,0.026719852874942523,0.03656874542861048
826,DBC,Naive (All),100.0,0.02413986132790645,0.9,0.08162549994427196,0.026719852874942523,0.03656874542861048
827,F-ACF,10,100.0,0.006877473089843988,0.7134904939782989,0.08162549994427196,0.026719852874942523,0.03656874542861048
828,F-DBC,10,100.0,0.008087202999740839,0.7454745443117536,0.08162549994427196,0.026719852874942523,0.03656874542861048
829,"F-ACF, Optimized",10,100.0,0.19939279807731508,0.8648287385129491,0.08162549994427196,0.026719852874942523,0.03656874542861048
830,F-ACF,20,100.0,0.01343911566461126,0.9166145507608922,0.08162549994427196,0.026719852874942523,0.03656874542861048
831,F-DBC,20,100.0,0.014898938033729792,0.7986866791744841,0.08162549994427196,0.026719852874942523,0.03656874542861048
832,"F-ACF, Optimized",20,100.0,0.24534095305328568,0.8650324743348,0.08162549994427196,0.026719852874942523,0.03656874542861048
833,F-ACF,30,100.0,0.020118672835330167,0.9009534009534009,0.08162549994427196,0.026719852874942523,0.03656874542861048
834,F-DBC,30,100.0,0.021726256205389895,0.8653147921440604,0.08162549994427196,0.026719852874942523,0.03656874542861048
835,"F-ACF, Optimized",30,100.0,0.25535583881040413,0.9499687304565354,0.08162549994427196,0.026719852874942523,0.03656874542861048
836,KNN,Naive (All),105.0,0.0234386818173031,0.811904761904762,0.08162549994427196,0.026719852874942523,0.03656874542861048
837,DBC,Naive (All),105.0,0.02529284463574489,0.9503960808838858,0.08162549994427196,0.026719852874942523,0.03656874542861048
838,F-ACF,10,105.0,0.0067956595060726,0.7000000000000001,0.08162549994427196,0.026719852874942523,0.03656874542861048
839,F-DBC,10,105.0,0.00930502979705731,0.8490931832395247,0.08162549994427196,0.026719852874942523,0.03656874542861048
840,"F-ACF, Optimized",10,105.0,0.20633696721245845,0.7821994009413777,0.08162549994427196,0.026719852874942523,0.03656874542861048
841,F-ACF,20,105.0,0.0135196796618402,0.7563676633444075,0.08162549994427196,0.026719852874942523,0.03656874542861048
842,F-DBC,20,105.0,0.014998302143067122,0.880413514559856,0.08162549994427196,0.026719852874942523,0.03656874542861048
843,"F-ACF, Optimized",20,105.0,0.25691137618074816,0.9010989010989011,0.08162549994427196,0.026719852874942523,0.03656874542861048
844,F-ACF,30,105.0,0.0202414406153063,0.8853760737481667,0.08162549994427196,0.026719852874942523,0.03656874542861048
845,F-DBC,30,105.0,0.021824287716299295,0.9008025849489264,0.08162549994427196,0.026719852874942523,0.03656874542861048
846,"F-ACF, Optimized",30,105.0,0.26625892020141084,0.869023569023569,0.08162549994427196,0.026719852874942523,0.03656874542861048
847,KNN,Naive (All),111.0,0.024545844892660776,0.8028062906111687,0.08162549994427196,0.026719852874942523,0.03656874542861048
848,DBC,Naive (All),111.0,0.030232343388100467,0.9000617225831425,0.08162549994427196,0.026719852874942523,0.03656874542861048
849,F-ACF,10,111.0,0.0068401865350703394,0.6109936575052854,0.08162549994427196,0.026719852874942523,0.03656874542861048
850,F-DBC,10,111.0,0.008085821134348711,0.733375567521909,0.08162549994427196,0.026719852874942523,0.03656874542861048
851,"F-ACF, Optimized",10,111.0,0.21605060401683052,0.770870412746843,0.08162549994427196,0.026719852874942523,0.03656874542861048
852,F-ACF,20,111.0,0.013559142407029868,0.8681704260651631,0.08162549994427196,0.026719852874942523,0.03656874542861048
853,F-DBC,20,111.0,0.015047577178726594,0.7680134680134679,0.08162549994427196,0.026719852874942523,0.03656874542861048
854,"F-ACF, Optimized",20,111.0,0.26947318234791356,0.785334584115072,0.08162549994427196,0.026719852874942523,0.03656874542861048
855,F-ACF,30,111.0,0.020177229928473633,0.8670726475604523,0.08162549994427196,0.026719852874942523,0.03656874542861048
856,F-DBC,30,111.0,0.02207630773385366,0.884004884004884,0.08162549994427196,0.026719852874942523,0.03656874542861048
857,"F-ACF, Optimized",30,111.0,0.2803573832536737,0.918055424787371,0.08162549994427196,0.026719852874942523,0.03656874542861048
858,KNN,Naive (All),117.0,0.027450461344172557,0.7538587538587538,0.08162549994427196,0.026719852874942523,0.03656874542861048
859,DBC,Naive (All),117.0,0.027974755254884562,1.0,0.08162549994427196,0.026719852874942523,0.03656874542861048
860,F-ACF,10,117.0,0.006861251685768366,0.7544129495349007,0.08162549994427196,0.026719852874942523,0.03656874542861048
861,F-DBC,10,117.0,0.008144218847155571,0.7332456140350878,0.08162549994427196,0.026719852874942523,0.03656874542861048
862,"F-ACF, Optimized",10,117.0,0.22309936797246338,0.8291958279718377,0.08162549994427196,0.026719852874942523,0.03656874542861048
863,F-ACF,20,117.0,0.013555790794392427,0.933249791144528,0.08162549994427196,0.026719852874942523,0.03656874542861048
864,F-DBC,20,117.0,0.015040097944438457,0.8653147921440604,0.08162549994427196,0.026719852874942523,0.03656874542861048
865,"F-ACF, Optimized",20,117.0,0.28214578156669934,0.9833229101521784,0.08162549994427196,0.026719852874942523,0.03656874542861048
866,F-ACF,30,117.0,0.020181301329284907,0.9158015426308109,0.08162549994427196,0.026719852874942523,0.03656874542861048
867,F-DBC,30,117.0,0.021797216311097146,0.9341229341229341,0.08162549994427196,0.026719852874942523,0.03656874542861048
868,"F-ACF, Optimized",30,117.0,0.30146806525687375,0.9666562434855118,0.08162549994427196,0.026719852874942523,0.03656874542861048
869,KNN,Naive (All),122.0,0.027065783801178137,0.8142273185751446,0.08162549994427196,0.026719852874942523,0.03656874542861048
870,DBC,Naive (All),122.0,0.028954256729533275,0.9150788419081102,0.08162549994427196,0.026719852874942523,0.03656874542861048
871,F-ACF,10,122.0,0.006819437320033709,0.785334584115072,0.08162549994427196,0.026719852874942523,0.03656874542861048
872,F-DBC,10,122.0,0.008058633593221506,0.7025252525252524,0.08162549994427196,0.026719852874942523,0.03656874542861048
873,"F-ACF, Optimized",10,122.0,0.23165874714031814,0.7986866791744841,0.08162549994427196,0.026719852874942523,0.03656874542861048
874,F-ACF,20,122.0,0.013642366230487823,0.8478233478233479,0.08162549994427196,0.026719852874942523,0.03656874542861048
875,F-DBC,20,122.0,0.01509360239530603,0.8485237483953787,0.08162549994427196,0.026719852874942523,0.03656874542861048
876,"F-ACF, Optimized",20,122.0,0.29244504142552613,0.9166145507608922,0.08162549994427196,0.026719852874942523,0.03656874542861048
877,F-ACF,30,122.0,0.02202080568919579,0.9323919554985024,0.08162549994427196,0.026719852874942523,0.03656874542861048
878,F-DBC,30,122.0,0.02633127924054861,0.9150788419081102,0.08162549994427196,0.026719852874942523,0.03656874542861048
879,"F-ACF, Optimized",30,122.0,0.30154793116574485,0.9340659340659342,0.08162549994427196,0.026719852874942523,0.03656874542861048
880,KNN,Naive (All),128.0,0.028394334483891726,0.798881261123824,0.08162549994427196,0.026719852874942523,0.03656874542861048
881,DBC,Naive (All),128.0,0.03049276558061441,0.9166145507608922,0.08162549994427196,0.026719852874942523,0.03656874542861048
882,F-ACF,10,128.0,0.006866792558381954,0.7230769230769231,0.08162549994427196,0.026719852874942523,0.03656874542861048
883,F-DBC,10,128.0,0.008072540753831466,0.7834590404357846,0.08162549994427196,0.026719852874942523,0.03656874542861048
884,"F-ACF, Optimized",10,128.0,0.23953632867584626,0.8336728630846277,0.08162549994427196,0.026719852874942523,0.03656874542861048
885,F-ACF,20,128.0,0.013581852459659179,0.8161375661375662,0.08162549994427196,0.026719852874942523,0.03656874542861048
886,F-DBC,20,128.0,0.015037926472723484,0.8136150087369599,0.08162549994427196,0.026719852874942523,0.03656874542861048
887,"F-ACF, Optimized",20,128.0,0.31529218091939887,0.8853760737481667,0.08162549994427196,0.026719852874942523,0.03656874542861048
888,F-ACF,30,128.0,0.020254829060286285,0.9009534009534009,0.08162549994427196,0.026719852874942523,0.03656874542861048
889,F-DBC,30,128.0,0.021936377386252086,0.9333333333333332,0.08162549994427196,0.026719852874942523,0.03656874542861048
890,"F-ACF, Optimized",30,128.0,0.31443112607424456,0.9497171590194845,0.08162549994427196,0.026719852874942523,0.03656874542861048
891,KNN,Naive (All),134.0,0.029833293271561465,0.7686844739476318,0.08162549994427196,0.026719852874942523,0.03656874542861048
892,DBC,Naive (All),134.0,0.03173734300459425,0.9499687304565354,0.08162549994427196,0.026719852874942523,0.03656874542861048
893,F-ACF,10,134.0,0.006863392734279235,0.651192943301982,0.08162549994427196,0.026719852874942523,0.03656874542861048
894,F-DBC,10,134.0,0.008086539867023627,0.8144078144078143,0.08162549994427196,0.026719852874942523,0.03656874542861048
895,"F-ACF, Optimized",10,134.0,0.25394105867793165,0.5259740259740259,0.08162549994427196,0.026719852874942523,0.03656874542861048
896,F-ACF,20,134.0,0.013593682181090116,0.8165728580362727,0.08162549994427196,0.026719852874942523,0.03656874542861048
897,F-DBC,20,134.0,0.015021156147122383,0.8796475392220073,0.08162549994427196,0.026719852874942523,0.03656874542861048
898,"F-ACF, Optimized",20,134.0,0.31899302285164594,0.8666666666666668,0.08162549994427196,0.026719852874942523,0.03656874542861048
899,F-ACF,30,134.0,0.020293495897203685,0.8820408588701271,0.08162549994427196,0.026719852874942523,0.03656874542861048
900,F-DBC,30,134.0,0.021862949275722108,0.9666666666666668,0.08162549994427196,0.026719852874942523,0.03656874542861048
901,"F-ACF, Optimized",30,134.0,0.3269111968576908,0.9503960808838858,0.08162549994427196,0.026719852874942523,0.03656874542861048
902,KNN,Naive (All),139.0,0.03092959225177765,0.7843885075006357,0.08162549994427196,0.026719852874942523,0.03656874542861048
903,DBC,Naive (All),139.0,0.03543347893282771,0.9169719169719169,0.08162549994427196,0.026719852874942523,0.03656874542861048
904,F-ACF,10,139.0,0.006897997048993906,0.8323761102218873,0.08162549994427196,0.026719852874942523,0.03656874542861048
905,F-DBC,10,139.0,0.008155337627977132,0.7524077548467792,0.08162549994427196,0.026719852874942523,0.03656874542861048
906,"F-ACF, Optimized",10,139.0,0.25691712806001304,0.793974916493351,0.08162549994427196,0.026719852874942523,0.03656874542861048
907,F-ACF,20,139.0,0.01353075805430611,0.8053872053872054,0.08162549994427196,0.026719852874942523,0.03656874542861048
908,F-DBC,20,139.0,0.015013015270233155,0.8989557226399332,0.08162549994427196,0.026719852874942523,0.03656874542861048
909,"F-ACF, Optimized",20,139.0,0.3270560839834313,0.8845424223473004,0.08162549994427196,0.026719852874942523,0.03656874542861048
910,F-ACF,30,139.0,0.020316651401420433,0.8689640768588136,0.08162549994427196,0.026719852874942523,0.03656874542861048
911,F-DBC,30,139.0,0.02187585420906544,0.9008025849489264,0.08162549994427196,0.026719852874942523,0.03656874542861048
912,"F-ACF, Optimized",30,139.0,0.34027100323388976,0.967032967032967,0.08162549994427196,0.026719852874942523,0.03656874542861048
913,KNN,Naive (All),145.0,0.03239848067363103,0.8041769992989506,0.08162549994427196,0.026719852874942523,0.03656874542861048
914,DBC,Naive (All),145.0,0.03436046338950594,0.917469251615593,0.08162549994427196,0.026719852874942523,0.03656874542861048
915,F-ACF,10,145.0,0.006831313328196605,0.7599525220058402,0.08162549994427196,0.026719852874942523,0.03656874542861048
916,F-DBC,10,145.0,0.008150745121141275,0.749437148217636,0.08162549994427196,0.026719852874942523,0.03656874542861048
917,"F-ACF, Optimized",10,145.0,0.2670878715192278,0.805140805140805,0.08162549994427196,0.026719852874942523,0.03656874542861048
918,F-ACF,20,145.0,0.013595881530394156,0.797852824682093,0.08162549994427196,0.026719852874942523,0.03656874542861048
919,F-DBC,20,145.0,0.015032088911781708,0.8355383355383355,0.08162549994427196,0.026719852874942523,0.03656874542861048
920,"F-ACF, Optimized",20,145.0,0.344648307065169,0.8528596386613522,0.08162549994427196,0.026719852874942523,0.03656874542861048
921,F-ACF,30,145.0,0.020386250658581653,0.917469251615593,0.08162549994427196,0.026719852874942523,0.03656874542861048
922,F-DBC,30,145.0,0.022025073288629453,0.9,0.08162549994427196,0.026719852874942523,0.03656874542861048
923,"F-ACF, Optimized",30,145.0,0.35077777042364083,0.9337294142172191,0.08162549994427196,0.026719852874942523,0.03656874542861048
924,KNN,Naive (All),151.0,0.033562030053387086,0.7502572502572503,0.08162549994427196,0.026719852874942523,0.03656874542861048
925,DBC,Naive (All),151.0,0.03587610013782978,0.9499687304565354,0.08162549994427196,0.026719852874942523,0.03656874542861048
926,F-ACF,10,151.0,0.006724995126326879,0.7388888888888889,0.08162549994427196,0.026719852874942523,0.03656874542861048
927,F-DBC,10,151.0,0.008093376954396566,0.7838827838827841,0.08162549994427196,0.026719852874942523,0.03656874542861048
928,"F-ACF, Optimized",10,151.0,0.2898005680801968,0.6984126984126983,0.08162549994427196,0.026719852874942523,0.03656874542861048
929,F-ACF,20,151.0,0.013625086285173893,0.7831978319783198,0.08162549994427196,0.026719852874942523,0.03656874542861048
930,F-DBC,20,151.0,0.014996355803062519,0.9341229341229341,0.08162549994427196,0.026719852874942523,0.03656874542861048
931,"F-ACF, Optimized",20,151.0,0.353705634859701,0.9833229101521784,0.08162549994427196,0.026719852874942523,0.03656874542861048
932,F-ACF,30,151.0,0.02028709991524617,0.8976982097186701,0.08162549994427196,0.026719852874942523,0.03656874542861048
933,F-DBC,30,151.0,0.021775732189416884,0.899749373433584,0.08162549994427196,0.026719852874942523,0.03656874542861048
934,"F-ACF, Optimized",30,151.0,0.36463933705041807,0.9161317928968763,0.08162549994427196,0.026719852874942523,0.03656874542861048
935,KNN,Naive (All),157.0,0.038460674788802864,0.7971333014811276,0.08162549994427196,0.026719852874942523,0.03656874542861048
936,DBC,Naive (All),157.0,0.03707175093392531,0.9666666666666668,0.08162549994427196,0.026719852874942523,0.03656874542861048
937,F-ACF,10,157.0,0.006833810079842806,0.7177527151211361,0.08162549994427196,0.026719852874942523,0.03656874542861048
938,F-DBC,10,157.0,0.008105814301719269,0.6611942953406368,0.08162549994427196,0.026719852874942523,0.03656874542861048
939,"F-ACF, Optimized",10,157.0,0.2960206345344583,0.7329991645781119,0.08162549994427196,0.026719852874942523,0.03656874542861048
940,F-ACF,20,157.0,0.013573131089409192,0.8134057402350084,0.08162549994427196,0.026719852874942523,0.03656874542861048
941,F-DBC,20,157.0,0.01503314133733511,0.7994987468671679,0.08162549994427196,0.026719852874942523,0.03656874542861048
942,"F-ACF, Optimized",20,157.0,0.3711008816647033,0.23154623154623155,0.08162549994427196,0.026719852874942523,0.03656874542861048
943,F-ACF,30,157.0,0.0203151005320251,0.9008025849489264,0.08162549994427196,0.026719852874942523,0.03656874542861048
944,F-DBC,30,157.0,0.021926538770397505,0.8663324979114453,0.08162549994427196,0.026719852874942523,0.03656874542861048
945,"F-ACF, Optimized",30,157.0,0.37563765921319525,0.9323919554985024,0.08162549994427196,0.026719852874942523,0.03656874542861048
946,KNN,Naive (All),162.0,0.03607891174033284,0.7820160586118033,0.08162549994427196,0.026719852874942523,0.03656874542861048
947,DBC,Naive (All),162.0,0.03832786601657669,0.9833229101521784,0.08162549994427196,0.026719852874942523,0.03656874542861048
948,F-ACF,10,162.0,0.006849187426269054,0.7669912272245253,0.08162549994427196,0.026719852874942523,0.03656874542861048
949,F-DBC,10,162.0,0.008021148759871722,0.8178340629560141,0.08162549994427196,0.026719852874942523,0.03656874542861048
950,"F-ACF, Optimized",10,162.0,0.3000955682558318,0.8321219715956558,0.08162549994427196,0.026719852874942523,0.03656874542861048
951,F-ACF,20,162.0,0.013523581996560096,0.7775789727009238,0.08162549994427196,0.026719852874942523,0.03656874542861048
952,F-DBC,20,162.0,0.01496405319000284,0.8666666666666668,0.08162549994427196,0.026719852874942523,0.03656874542861048
953,"F-ACF, Optimized",20,162.0,0.3756491670074562,0.8653198653198654,0.08162549994427196,0.026719852874942523,0.03656874542861048
954,F-ACF,30,162.0,0.02018391517922282,0.9166145507608922,0.08162549994427196,0.026719852874942523,0.03656874542861048
955,F-DBC,30,162.0,0.021883221343159676,0.9665831244778613,0.08162549994427196,0.026719852874942523,0.03656874542861048
956,"F-ACF, Optimized",30,162.0,0.3902018254622817,0.9497171590194845,0.08162549994427196,0.026719852874942523,0.03656874542861048
957,KNN,Naive (All),168.0,0.03755066146453222,0.7860737114103088,0.08162549994427196,0.026719852874942523,0.03656874542861048
958,DBC,Naive (All),168.0,0.03947593672201037,0.9166145507608922,0.08162549994427196,0.026719852874942523,0.03656874542861048
959,F-ACF,10,168.0,0.006904851117481788,0.7222222222222222,0.08162549994427196,0.026719852874942523,0.03656874542861048
960,F-DBC,10,168.0,0.008111405900369089,0.7000000000000001,0.08162549994427196,0.026719852874942523,0.03656874542861048
961,"F-ACF, Optimized",10,168.0,0.304509048939993,0.8022680433941144,0.08162549994427196,0.026719852874942523,0.03656874542861048
962,F-ACF,20,168.0,0.013617319706827401,0.8663324979114453,0.08162549994427196,0.026719852874942523,0.03656874542861048
963,F-DBC,20,168.0,0.015067235101014376,0.9333333333333335,0.08162549994427196,0.026719852874942523,0.03656874542861048
964,"F-ACF, Optimized",20,168.0,0.3924992382836839,0.8181345224823486,0.08162549994427196,0.026719852874942523,0.03656874542861048
965,F-ACF,30,168.0,0.020224502962082624,0.9666666666666668,0.08162549994427196,0.026719852874942523,0.03656874542861048
966,F-DBC,30,168.0,0.0218404662484924,0.8678757556806338,0.08162549994427196,0.026719852874942523,0.03656874542861048
967,"F-ACF, Optimized",30,168.0,0.4026198072669407,0.9665831244778613,0.08162549994427196,0.026719852874942523,0.03656874542861048
968,KNN,Naive (All),174.0,0.03915842846035957,0.763888888888889,0.08162549994427196,0.026719852874942523,0.03656874542861048
969,DBC,Naive (All),174.0,0.041013355801502865,0.9833229101521784,0.08162549994427196,0.026719852874942523,0.03656874542861048
970,F-ACF,10,174.0,0.006903298137088617,0.7963241436925648,0.08162549994427196,0.026719852874942523,0.03656874542861048
971,F-DBC,10,174.0,0.008147371063629786,0.851037851037851,0.08162549994427196,0.026719852874942523,0.03656874542861048
972,"F-ACF, Optimized",10,174.0,0.3289399950144192,0.8336668751302897,0.08162549994427196,0.026719852874942523,0.03656874542861048
