,Metric,Value,Method,Algorithm,mv,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23,Neighbors,size
86,F1 Macro,0.9795312683453977,ACF,ACF+Ridge,0.81,0.05113737739937941,0.020858008748727452,0.04088709098176317,,307.0
87,F1 Macro,0.8412355011826564,KNN,KNN,0.81,0.05113737739937941,0.020858008748727452,0.04088709098176317,11.2,307.0
88,F1 Macro,0.9725861721427131,KNN,KNN+ROs,0.81,0.05113737739937941,0.020858008748727452,0.04088709098176317,140.4,307.0
89,F1 Macro,0.9802273850716757,DBC,DBC,0.81,0.05113737739937941,0.020858008748727452,0.04088709098176317,140.4,307.0
90,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05084149462795752,0.023273801038072417,0.03713042591615481,,326.0
91,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05084149462795752,0.023273801038072417,0.03713042591615481,,326.0
92,F1 Macro,0.9963231244969712,ACF,ACF+Ridge,0.81,0.05084149462795752,0.023273801038072417,0.03713042591615481,,326.0
93,F1 Macro,0.8061623958420521,KNN,KNN,0.81,0.05084149462795752,0.023273801038072417,0.03713042591615481,6.2,326.0
94,F1 Macro,0.9852260348583878,KNN,KNN+ROs,0.81,0.05084149462795752,0.023273801038072417,0.03713042591615481,178.5,326.0
95,F1 Macro,0.9926788124156545,DBC,DBC,0.81,0.05084149462795752,0.023273801038072417,0.03713042591615481,178.5,326.0
96,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.0513356520091678,0.02052424901832134,0.04153656591199109,,344.0
97,F1 Macro,0.9930726460669037,ACF,ACF+RF,0.81,0.0513356520091678,0.02052424901832134,0.04153656591199109,,344.0
98,F1 Macro,0.9929544822471493,ACF,ACF+Ridge,0.81,0.0513356520091678,0.02052424901832134,0.04153656591199109,,344.0
99,F1 Macro,0.8633063006862134,KNN,KNN,0.81,0.0513356520091678,0.02052424901832134,0.04153656591199109,10.2,344.0
100,F1 Macro,0.9893852277753207,KNN,KNN+ROs,0.81,0.0513356520091678,0.02052424901832134,0.04153656591199109,156.3,344.0
101,F1 Macro,0.9925308499470299,DBC,DBC,0.81,0.0513356520091678,0.02052424901832134,0.04153656591199109,156.3,344.0
102,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05115919020978753,0.02052320545470332,0.039430702408410886,,363.0
103,F1 Macro,0.9966857134998728,ACF,ACF+RF,0.81,0.05115919020978753,0.02052320545470332,0.039430702408410886,,363.0
104,F1 Macro,0.9933979837825992,ACF,ACF+Ridge,0.81,0.05115919020978753,0.02052320545470332,0.039430702408410886,,363.0
105,F1 Macro,0.8345914660141988,KNN,KNN,0.81,0.05115919020978753,0.02052320545470332,0.039430702408410886,7.7,363.0
106,F1 Macro,0.964639896494001,KNN,KNN+ROs,0.81,0.05115919020978753,0.02052320545470332,0.039430702408410886,177.7,363.0
107,F1 Macro,0.990136089225417,DBC,DBC,0.81,0.05115919020978753,0.02052320545470332,0.039430702408410886,177.7,363.0
108,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05148708428685675,0.021207332682053603,0.03665699261964099,,381.0
109,F1 Macro,0.9937307959163446,ACF,ACF+RF,0.81,0.05148708428685675,0.021207332682053603,0.03665699261964099,,381.0
110,F1 Macro,0.9933575448949156,ACF,ACF+Ridge,0.81,0.05148708428685675,0.021207332682053603,0.03665699261964099,,381.0
111,F1 Macro,0.8227020833778805,KNN,KNN,0.81,0.05148708428685675,0.021207332682053603,0.03665699261964099,8.2,381.0
112,F1 Macro,0.9685007802654861,KNN,KNN+ROs,0.81,0.05148708428685675,0.021207332682053603,0.03665699261964099,160.9,381.0
113,F1 Macro,1.0,DBC,DBC,0.81,0.05148708428685675,0.021207332682053603,0.03665699261964099,160.9,381.0
114,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.051144741250175575,0.020828608129784293,0.03851263194972768,,400.0
115,F1 Macro,0.9970099088921488,ACF,ACF+RF,0.81,0.051144741250175575,0.020828608129784293,0.03851263194972768,,400.0
116,F1 Macro,0.9970311340286729,ACF,ACF+Ridge,0.81,0.051144741250175575,0.020828608129784293,0.03851263194972768,,400.0
117,F1 Macro,0.8560102791219005,KNN,KNN,0.81,0.051144741250175575,0.020828608129784293,0.03851263194972768,13.0,400.0
118,F1 Macro,0.9853576638317784,KNN,KNN+ROs,0.81,0.051144741250175575,0.020828608129784293,0.03851263194972768,185.5,400.0
119,F1 Macro,1.0,DBC,DBC,0.81,0.051144741250175575,0.020828608129784293,0.03851263194972768,185.5,400.0
120,F1 Macro,0.9332659251769465,ACF,ACF+SVC,0.81,0.048305337885251785,0.009814143739268533,0.04257302882691162,,50.0
121,F1 Macro,0.975363941769317,ACF,ACF+RF,0.81,0.048305337885251785,0.009814143739268533,0.04257302882691162,,50.0
122,F1 Macro,0.9301587301587301,ACF,ACF+Ridge,0.81,0.048305337885251785,0.009814143739268533,0.04257302882691162,,50.0
123,F1 Macro,0.7362229102167183,KNN,KNN,0.81,0.048305337885251785,0.009814143739268533,0.04257302882691162,2.4,50.0
124,F1 Macro,0.6935381464413722,KNN,KNN+ROs,0.81,0.048305337885251785,0.009814143739268533,0.04257302882691162,16.5,50.0
125,F1 Macro,0.8690476190476191,DBC,DBC,0.81,0.048305337885251785,0.009814143739268533,0.04257302882691162,16.5,50.0
126,F1 Macro,0.923611111111111,ACF,ACF+SVC,0.81,0.052242407084552835,0.01707246675667662,0.0416637716207658,,68.0
127,F1 Macro,0.9813756613756613,ACF,ACF+RF,0.81,0.052242407084552835,0.01707246675667662,0.0416637716207658,,68.0
128,F1 Macro,0.8540630182421228,ACF,ACF+Ridge,0.81,0.052242407084552835,0.01707246675667662,0.0416637716207658,,68.0
129,F1 Macro,0.6023080958209478,KNN,KNN,0.81,0.052242407084552835,0.01707246675667662,0.0416637716207658,10.1,68.0
130,F1 Macro,0.8216131413805833,KNN,KNN+ROs,0.81,0.052242407084552835,0.01707246675667662,0.0416637716207658,35.6,68.0
131,F1 Macro,0.8587586006571901,DBC,DBC,0.81,0.052242407084552835,0.01707246675667662,0.0416637716207658,35.6,68.0
132,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.051478766218325714,0.02153047990288512,0.03713181801630899,,86.0
133,F1 Macro,0.9710365853658537,ACF,ACF+RF,0.81,0.051478766218325714,0.02153047990288512,0.03713181801630899,,86.0
134,F1 Macro,0.957351290684624,ACF,ACF+Ridge,0.81,0.051478766218325714,0.02153047990288512,0.03713181801630899,,86.0
135,F1 Macro,0.8002866698518872,KNN,KNN,0.81,0.051478766218325714,0.02153047990288512,0.03713181801630899,7.9,86.0
136,F1 Macro,0.9210526315789473,KNN,KNN+ROs,0.81,0.051478766218325714,0.02153047990288512,0.03713181801630899,43.1,86.0
137,F1 Macro,0.9473684210526315,DBC,DBC,0.81,0.051478766218325714,0.02153047990288512,0.03713181801630899,43.1,86.0
138,F1 Macro,0.9546485260770975,ACF,ACF+SVC,0.81,0.05093437073703114,0.021760157733727636,0.03726693710026299,,105.0
139,F1 Macro,0.9440581794933269,ACF,ACF+RF,0.81,0.05093437073703114,0.021760157733727636,0.03726693710026299,,105.0
140,F1 Macro,0.9387737251814922,ACF,ACF+Ridge,0.81,0.05093437073703114,0.021760157733727636,0.03726693710026299,,105.0
141,F1 Macro,0.7218548719215879,KNN,KNN,0.81,0.05093437073703114,0.021760157733727636,0.03726693710026299,10.4,105.0
142,F1 Macro,0.8582491188874167,KNN,KNN+ROs,0.81,0.05093437073703114,0.021760157733727636,0.03726693710026299,49.9,105.0
143,F1 Macro,0.9319727891156463,DBC,DBC,0.81,0.05093437073703114,0.021760157733727636,0.03726693710026299,49.9,105.0
144,F1 Macro,0.99024742640419,ACF,ACF+SVC,0.81,0.05145248420995049,0.02180864538533575,0.03673666013513076,,123.0
145,F1 Macro,0.970027752081406,ACF,ACF+RF,0.81,0.05145248420995049,0.02180864538533575,0.03673666013513076,,123.0
146,F1 Macro,0.947234707836623,ACF,ACF+Ridge,0.81,0.05145248420995049,0.02180864538533575,0.03673666013513076,,123.0
147,F1 Macro,0.6974709784411277,KNN,KNN,0.81,0.05145248420995049,0.02180864538533575,0.03673666013513076,10.6,123.0
148,F1 Macro,0.8842857142857143,KNN,KNN+ROs,0.81,0.05145248420995049,0.02180864538533575,0.03673666013513076,58.1,123.0
149,F1 Macro,0.97074227921257,DBC,DBC,0.81,0.05145248420995049,0.02180864538533575,0.03673666013513076,58.1,123.0
150,F1 Macro,0.9826791966095448,ACF,ACF+SVC,0.81,0.050874650314496034,0.022011425882174862,0.04354954438782618,,142.0
151,F1 Macro,1.0,ACF,ACF+RF,0.81,0.050874650314496034,0.022011425882174862,0.04354954438782618,,142.0
152,F1 Macro,0.9640477725584109,ACF,ACF+Ridge,0.81,0.050874650314496034,0.022011425882174862,0.04354954438782618,,142.0
153,F1 Macro,0.7478474425842846,KNN,KNN,0.81,0.050874650314496034,0.022011425882174862,0.04354954438782618,6.6,142.0
154,F1 Macro,0.9036571162357326,KNN,KNN+ROs,0.81,0.050874650314496034,0.022011425882174862,0.04354954438782618,80.6,142.0
155,F1 Macro,0.9642810730530029,DBC,DBC,0.81,0.050874650314496034,0.022011425882174862,0.04354954438782618,80.6,142.0
156,F1 Macro,0.9924718582436703,ACF,ACF+SVC,0.81,0.05067943354294702,0.022866972610724706,0.040807016495169796,,160.0
157,F1 Macro,0.9924718582436703,ACF,ACF+RF,0.81,0.05067943354294702,0.022866972610724706,0.040807016495169796,,160.0
158,F1 Macro,0.9924718582436703,ACF,ACF+Ridge,0.81,0.05067943354294702,0.022866972610724706,0.040807016495169796,,160.0
159,F1 Macro,0.8742138364779874,KNN,KNN,0.81,0.05067943354294702,0.022866972610724706,0.040807016495169796,8.2,160.0
160,F1 Macro,0.9490821753302453,KNN,KNN+ROs,0.81,0.05067943354294702,0.022866972610724706,0.040807016495169796,63.9,160.0
161,F1 Macro,0.9781780751415337,DBC,DBC,0.81,0.05067943354294702,0.022866972610724706,0.040807016495169796,63.9,160.0
162,F1 Macro,0.9932849622990467,ACF,ACF+SVC,0.81,0.05102599735095741,0.01974937975099611,0.037067593422826256,,178.0
163,F1 Macro,0.9932849622990467,ACF,ACF+RF,0.81,0.05102599735095741,0.01974937975099611,0.037067593422826256,,178.0
164,F1 Macro,0.949536737772032,ACF,ACF+Ridge,0.81,0.05102599735095741,0.01974937975099611,0.037067593422826256,,178.0
165,F1 Macro,0.7415121014110421,KNN,KNN,0.81,0.05102599735095741,0.01974937975099611,0.037067593422826256,11.4,178.0
166,F1 Macro,0.9586834733893558,KNN,KNN+ROs,0.81,0.05102599735095741,0.01974937975099611,0.037067593422826256,83.4,178.0
167,F1 Macro,0.9600271002710027,DBC,DBC,0.81,0.05102599735095741,0.01974937975099611,0.037067593422826256,83.4,178.0
168,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05105568136482101,0.019631736624688118,0.03818985770246201,,197.0
169,F1 Macro,0.9938495020462232,ACF,ACF+RF,0.81,0.05105568136482101,0.019631736624688118,0.03818985770246201,,197.0
170,F1 Macro,0.9938495020462232,ACF,ACF+Ridge,0.81,0.05105568136482101,0.019631736624688118,0.03818985770246201,,197.0
171,F1 Macro,0.8347353735915869,KNN,KNN,0.81,0.05105568136482101,0.019631736624688118,0.03818985770246201,8.0,197.0
172,F1 Macro,0.9351076622875684,KNN,KNN+ROs,0.81,0.05105568136482101,0.019631736624688118,0.03818985770246201,85.4,197.0
173,F1 Macro,0.9879629629629628,DBC,DBC,0.81,0.05105568136482101,0.019631736624688118,0.03818985770246201,85.4,197.0
174,F1 Macro,0.9944200565798459,ACF,ACF+SVC,0.81,0.05147287986680352,0.018424972446971777,0.03921424517905189,,215.0
175,F1 Macro,0.9944200565798459,ACF,ACF+RF,0.81,0.05147287986680352,0.018424972446971777,0.03921424517905189,,215.0
176,F1 Macro,0.9887631620304888,ACF,ACF+Ridge,0.81,0.05147287986680352,0.018424972446971777,0.03921424517905189,,215.0
177,F1 Macro,0.8713797445583737,KNN,KNN,0.81,0.05147287986680352,0.018424972446971777,0.03921424517905189,8.2,215.0
178,F1 Macro,0.9252203795009711,KNN,KNN+ROs,0.81,0.05147287986680352,0.018424972446971777,0.03921424517905189,96.1,215.0
179,F1 Macro,0.9721002828992292,DBC,DBC,0.81,0.05147287986680352,0.018424972446971777,0.03921424517905189,96.1,215.0
180,F1 Macro,0.9948796722990272,ACF,ACF+SVC,0.81,0.05112849272466135,0.01924842471075175,0.04145759050468577,,234.0
181,F1 Macro,0.9948796722990272,ACF,ACF+RF,0.81,0.05112849272466135,0.01924842471075175,0.04145759050468577,,234.0
182,F1 Macro,0.9791245791245792,ACF,ACF+Ridge,0.81,0.05112849272466135,0.01924842471075175,0.04145759050468577,,234.0
183,F1 Macro,0.805606743400595,KNN,KNN,0.81,0.05112849272466135,0.01924842471075175,0.04145759050468577,10.3,234.0
184,F1 Macro,0.9491737517712763,KNN,KNN+ROs,0.81,0.05112849272466135,0.01924842471075175,0.04145759050468577,102.0,234.0
185,F1 Macro,0.9848225214198286,DBC,DBC,0.81,0.05112849272466135,0.01924842471075175,0.04145759050468577,102.0,234.0
186,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05123886852078118,0.019501482360822997,0.041837427975380675,,252.0
187,F1 Macro,0.9856436707500538,ACF,ACF+RF,0.81,0.05123886852078118,0.019501482360822997,0.041837427975380675,,252.0
188,F1 Macro,1.0,ACF,ACF+Ridge,0.81,0.05123886852078118,0.019501482360822997,0.041837427975380675,,252.0
189,F1 Macro,0.7469262784628358,KNN,KNN,0.81,0.05123886852078118,0.019501482360822997,0.041837427975380675,12.7,252.0
190,F1 Macro,0.9712430730561095,KNN,KNN+ROs,0.81,0.05123886852078118,0.019501482360822997,0.041837427975380675,136.6,252.0
191,F1 Macro,0.9952690548024758,DBC,DBC,0.81,0.05123886852078118,0.019501482360822997,0.041837427975380675,136.6,252.0
192,F1 Macro,0.9955672121458387,ACF,ACF+SVC,0.81,0.05128480317523804,0.01946142937864473,0.04006931421079199,,271.0
193,F1 Macro,0.9955672121458387,ACF,ACF+RF,0.81,0.05128480317523804,0.01946142937864473,0.04006931421079199,,271.0
194,F1 Macro,1.0,ACF,ACF+Ridge,0.81,0.05128480317523804,0.01946142937864473,0.04006931421079199,,271.0
195,F1 Macro,0.8321103847742597,KNN,KNN,0.81,0.05128480317523804,0.01946142937864473,0.04006931421079199,5.6,271.0
196,F1 Macro,0.940094137783483,KNN,KNN+ROs,0.81,0.05128480317523804,0.01946142937864473,0.04006931421079199,115.1,271.0
197,F1 Macro,0.9868416243283745,DBC,DBC,0.81,0.05128480317523804,0.01946142937864473,0.04006931421079199,115.1,271.0
198,F1 Macro,0.9958109901196389,ACF,ACF+SVC,0.81,0.05153500731390101,0.02194939203936261,0.04044754954172641,,289.0
199,F1 Macro,0.9824616352616659,ACF,ACF+RF,0.81,0.05153500731390101,0.02194939203936261,0.04044754954172641,,289.0
200,F1 Macro,0.987300954090622,ACF,ACF+Ridge,0.81,0.05153500731390101,0.02194939203936261,0.04044754954172641,,289.0
201,F1 Macro,0.835119306305747,KNN,KNN,0.81,0.05153500731390101,0.02194939203936261,0.04044754954172641,12.4,289.0
202,F1 Macro,0.9747712227381417,KNN,KNN+ROs,0.81,0.05153500731390101,0.02194939203936261,0.04044754954172641,158.9,289.0
203,F1 Macro,0.987432970358917,DBC,DBC,0.81,0.05153500731390101,0.02194939203936261,0.04044754954172641,158.9,289.0
204,F1 Macro,0.9922045167946808,ACF,ACF+SVC,0.81,0.051410231701156356,0.022927664409080672,0.04044672814389373,,307.0
205,F1 Macro,0.9960837388775304,ACF,ACF+RF,0.81,0.051410231701156356,0.022927664409080672,0.04044672814389373,,307.0
206,F1 Macro,0.9922045167946808,ACF,ACF+Ridge,0.81,0.051410231701156356,0.022927664409080672,0.04044672814389373,,307.0
207,F1 Macro,0.8370825538577781,KNN,KNN,0.81,0.051410231701156356,0.022927664409080672,0.04044672814389373,11.7,307.0
208,F1 Macro,0.9807773851590106,KNN,KNN+ROs,0.81,0.051410231701156356,0.022927664409080672,0.04044672814389373,137.3,307.0
209,F1 Macro,1.0,DBC,DBC,0.81,0.051410231701156356,0.022927664409080672,0.04044672814389373,137.3,307.0
210,F1 Macro,0.9891589438713062,ACF,ACF+SVC,0.81,0.050958097501552606,0.02063014593448584,0.03685089894182471,,326.0
211,F1 Macro,0.9963231244969712,ACF,ACF+RF,0.81,0.050958097501552606,0.02063014593448584,0.03685089894182471,,326.0
212,F1 Macro,0.9922285111000323,ACF,ACF+Ridge,0.81,0.050958097501552606,0.02063014593448584,0.03685089894182471,,326.0
213,F1 Macro,0.7789436933879008,KNN,KNN,0.81,0.050958097501552606,0.02063014593448584,0.03685089894182471,12.3,326.0
214,F1 Macro,0.9674768316139186,KNN,KNN+ROs,0.81,0.050958097501552606,0.02063014593448584,0.03685089894182471,162.4,326.0
215,F1 Macro,0.9963553607269123,DBC,DBC,0.81,0.050958097501552606,0.02063014593448584,0.03685089894182471,162.4,326.0
216,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05109532033715788,0.01796638499206779,0.04166446207166667,,344.0
217,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05109532033715788,0.01796638499206779,0.04166446207166667,,344.0
218,F1 Macro,0.9929544822471493,ACF,ACF+Ridge,0.81,0.05109532033715788,0.01796638499206779,0.04166446207166667,,344.0
219,F1 Macro,0.8273783280959305,KNN,KNN,0.81,0.05109532033715788,0.01796638499206779,0.04166446207166667,11.7,344.0
220,F1 Macro,0.9594017094017094,KNN,KNN+ROs,0.81,0.05109532033715788,0.01796638499206779,0.04166446207166667,172.9,344.0
221,F1 Macro,0.9930726460669037,DBC,DBC,0.81,0.05109532033715788,0.01796638499206779,0.04166446207166667,172.9,344.0
222,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05077869912127361,0.019080810764375122,0.04067015873088227,,363.0
223,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05077869912127361,0.019080810764375122,0.04067015873088227,,363.0
224,F1 Macro,0.9930095085744058,ACF,ACF+Ridge,0.81,0.05077869912127361,0.019080810764375122,0.04067015873088227,,363.0
225,F1 Macro,0.8382062774615301,KNN,KNN,0.81,0.05077869912127361,0.019080810764375122,0.04067015873088227,11.2,363.0
226,F1 Macro,0.9648899749024906,KNN,KNN+ROs,0.81,0.05077869912127361,0.019080810764375122,0.04067015873088227,180.4,363.0
227,F1 Macro,0.9967120297418056,DBC,DBC,0.81,0.05077869912127361,0.019080810764375122,0.04067015873088227,180.4,363.0
228,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.0510358138211205,0.020393825711944175,0.04038394763916699,,381.0
229,F1 Macro,0.9968535273450859,ACF,ACF+RF,0.81,0.0510358138211205,0.020393825711944175,0.04038394763916699,,381.0
230,F1 Macro,0.9968535273450859,ACF,ACF+Ridge,0.81,0.0510358138211205,0.020393825711944175,0.04038394763916699,,381.0
231,F1 Macro,0.8276207828264049,KNN,KNN,0.81,0.0510358138211205,0.020393825711944175,0.04038394763916699,10.2,381.0
232,F1 Macro,0.9652579718756189,KNN,KNN+ROs,0.81,0.0510358138211205,0.020393825711944175,0.04038394763916699,197.6,381.0
233,F1 Macro,0.9968535273450859,DBC,DBC,0.81,0.0510358138211205,0.020393825711944175,0.04038394763916699,197.6,381.0
234,F1 Macro,0.9970099088921488,ACF,ACF+SVC,0.81,0.05119835517719962,0.018496522492289696,0.04036038807328941,,400.0
235,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05119835517719962,0.018496522492289696,0.04036038807328941,,400.0
236,F1 Macro,0.9970099088921488,ACF,ACF+Ridge,0.81,0.05119835517719962,0.018496522492289696,0.04036038807328941,,400.0
237,F1 Macro,0.8565775047200851,KNN,KNN,0.81,0.05119835517719962,0.018496522492289696,0.04036038807328941,9.6,400.0
238,F1 Macro,0.9736437948972009,KNN,KNN+ROs,0.81,0.05119835517719962,0.018496522492289696,0.04036038807328941,211.6,400.0
239,F1 Macro,0.9881659437214992,DBC,DBC,0.81,0.05119835517719962,0.018496522492289696,0.04036038807328941,211.6,400.0
240,F1 Macro,0.8565217391304348,ACF,ACF+SVC,0.81,0.04909052942874575,0.008007715649978098,0.04183084232946778,,50.0
241,F1 Macro,0.8768197088465844,ACF,ACF+RF,0.81,0.04909052942874575,0.008007715649978098,0.04183084232946778,,50.0
242,F1 Macro,0.9207683073229291,ACF,ACF+Ridge,0.81,0.04909052942874575,0.008007715649978098,0.04183084232946778,,50.0
243,F1 Macro,0.6343506361765644,KNN,KNN,0.81,0.04909052942874575,0.008007715649978098,0.04183084232946778,7.2,50.0
244,F1 Macro,0.7378205128205128,KNN,KNN+ROs,0.81,0.04909052942874575,0.008007715649978098,0.04183084232946778,17.3,50.0
245,F1 Macro,0.8442871587462083,DBC,DBC,0.81,0.04909052942874575,0.008007715649978098,0.04183084232946778,17.3,50.0
246,F1 Macro,0.9441269841269841,ACF,ACF+SVC,0.81,0.050078805653238925,0.01832470567850278,0.03830333220620527,,68.0
247,F1 Macro,0.9250929948604366,ACF,ACF+RF,0.81,0.050078805653238925,0.01832470567850278,0.03830333220620527,,68.0
248,F1 Macro,0.9018952062430322,ACF,ACF+Ridge,0.81,0.050078805653238925,0.01832470567850278,0.03830333220620527,,68.0
249,F1 Macro,0.7812758906379452,KNN,KNN,0.81,0.050078805653238925,0.01832470567850278,0.03830333220620527,10.5,68.0
250,F1 Macro,0.788486367433736,KNN,KNN+ROs,0.81,0.050078805653238925,0.01832470567850278,0.03830333220620527,24.5,68.0
251,F1 Macro,0.9142801480615624,DBC,DBC,0.81,0.050078805653238925,0.01832470567850278,0.03830333220620527,24.5,68.0
252,F1 Macro,0.9441176470588236,ACF,ACF+SVC,0.81,0.05043805935954701,0.022387195377367136,0.04026887943466935,,86.0
253,F1 Macro,0.9420731707317073,ACF,ACF+RF,0.81,0.05043805935954701,0.022387195377367136,0.04026887943466935,,86.0
254,F1 Macro,0.9289188178077067,ACF,ACF+Ridge,0.81,0.05043805935954701,0.022387195377367136,0.04026887943466935,,86.0
255,F1 Macro,0.7142237313714394,KNN,KNN,0.81,0.05043805935954701,0.022387195377367136,0.04026887943466935,9.1,86.0
256,F1 Macro,0.883076923076923,KNN,KNN+ROs,0.81,0.05043805935954701,0.022387195377367136,0.04026887943466935,42.6,86.0
257,F1 Macro,0.9587703435804702,DBC,DBC,0.81,0.05043805935954701,0.022387195377367136,0.04026887943466935,42.6,86.0
258,F1 Macro,0.9766666666666667,ACF,ACF+SVC,0.81,0.05114193637357904,0.027602183711340017,0.03582729090765248,,105.0
259,F1 Macro,0.9885029153321837,ACF,ACF+RF,0.81,0.05114193637357904,0.027602183711340017,0.03582729090765248,,105.0
260,F1 Macro,0.9503164549219933,ACF,ACF+Ridge,0.81,0.05114193637357904,0.027602183711340017,0.03582729090765248,,105.0
261,F1 Macro,0.705877942720048,KNN,KNN,0.81,0.05114193637357904,0.027602183711340017,0.03582729090765248,10.0,105.0
262,F1 Macro,0.9323067592155806,KNN,KNN+ROs,0.81,0.05114193637357904,0.027602183711340017,0.03582729090765248,47.0,105.0
263,F1 Macro,0.9641121993283743,DBC,DBC,0.81,0.05114193637357904,0.027602183711340017,0.03582729090765248,47.0,105.0
264,F1 Macro,0.970027752081406,ACF,ACF+SVC,0.81,0.0518211693981859,0.01757887928368107,0.03365191641550937,,123.0
265,F1 Macro,0.9300647548566143,ACF,ACF+RF,0.81,0.0518211693981859,0.01757887928368107,0.03365191641550937,,123.0
266,F1 Macro,0.9128840291136534,ACF,ACF+Ridge,0.81,0.0518211693981859,0.01757887928368107,0.03365191641550937,,123.0
267,F1 Macro,0.8336977067249665,KNN,KNN,0.81,0.0518211693981859,0.01757887928368107,0.03365191641550937,4.5,123.0
268,F1 Macro,0.8671021448799227,KNN,KNN+ROs,0.81,0.0518211693981859,0.01757887928368107,0.03365191641550937,56.5,123.0
269,F1 Macro,0.8842857142857143,DBC,DBC,0.81,0.0518211693981859,0.01757887928368107,0.03365191641550937,56.5,123.0
270,F1 Macro,0.9742993848257006,ACF,ACF+SVC,0.81,0.05143875807232604,0.021734024783862965,0.03650763420737435,,142.0
271,F1 Macro,0.9748225525646177,ACF,ACF+RF,0.81,0.05143875807232604,0.021734024783862965,0.03650763420737435,,142.0
272,F1 Macro,0.9826791966095448,ACF,ACF+Ridge,0.81,0.05143875807232604,0.021734024783862965,0.03650763420737435,,142.0
273,F1 Macro,0.7193548387096774,KNN,KNN,0.81,0.05143875807232604,0.021734024783862965,0.03650763420737435,3.2,142.0
274,F1 Macro,0.8900893484934231,KNN,KNN+ROs,0.81,0.05143875807232604,0.021734024783862965,0.03650763420737435,71.9,142.0
275,F1 Macro,0.9580375876076962,DBC,DBC,0.81,0.05143875807232604,0.021734024783862965,0.03650763420737435,71.9,142.0
276,F1 Macro,0.9924718582436703,ACF,ACF+SVC,0.81,0.050568642670167537,0.016759365132820114,0.045434943455731625,,160.0
277,F1 Macro,0.9850788288288288,ACF,ACF+RF,0.81,0.050568642670167537,0.016759365132820114,0.045434943455731625,,160.0
278,F1 Macro,0.9924718582436703,ACF,ACF+Ridge,0.81,0.050568642670167537,0.016759365132820114,0.045434943455731625,,160.0
279,F1 Macro,0.8199994161484985,KNN,KNN,0.81,0.050568642670167537,0.016759365132820114,0.045434943455731625,6.6,160.0
280,F1 Macro,0.9186464329321472,KNN,KNN+ROs,0.81,0.050568642670167537,0.016759365132820114,0.045434943455731625,82.6,160.0
281,F1 Macro,0.9573440643863179,DBC,DBC,0.81,0.050568642670167537,0.016759365132820114,0.045434943455731625,82.6,160.0
282,F1 Macro,0.9798548868971405,ACF,ACF+SVC,0.81,0.051522856953892894,0.016031671534858766,0.03986410720518027,,178.0
283,F1 Macro,0.9798548868971405,ACF,ACF+RF,0.81,0.051522856953892894,0.016031671534858766,0.03986410720518027,,178.0
284,F1 Macro,0.9570339163099343,ACF,ACF+Ridge,0.81,0.051522856953892894,0.016031671534858766,0.03986410720518027,,178.0
285,F1 Macro,0.8439153439153438,KNN,KNN,0.81,0.051522856953892894,0.016031671534858766,0.03986410720518027,8.3,178.0
286,F1 Macro,0.8865384615384615,KNN,KNN+ROs,0.81,0.051522856953892894,0.016031671534858766,0.03986410720518027,87.4,178.0
287,F1 Macro,0.9467028003613369,DBC,DBC,0.81,0.051522856953892894,0.016031671534858766,0.03986410720518027,87.4,178.0
288,F1 Macro,0.9877899877899878,ACF,ACF+SVC,0.81,0.05085742324050014,0.014359541608542165,0.041545131900752125,,197.0
289,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05085742324050014,0.014359541608542165,0.041545131900752125,,197.0
290,F1 Macro,0.9939389700911486,ACF,ACF+Ridge,0.81,0.05085742324050014,0.014359541608542165,0.041545131900752125,,197.0
291,F1 Macro,0.8633273038228614,KNN,KNN,0.81,0.05085742324050014,0.014359541608542165,0.041545131900752125,11.5,197.0
292,F1 Macro,0.8850355863819755,KNN,KNN+ROs,0.81,0.05085742324050014,0.014359541608542165,0.041545131900752125,70.1,197.0
293,F1 Macro,0.9531024531024531,DBC,DBC,0.81,0.05085742324050014,0.014359541608542165,0.041545131900752125,70.1,197.0
294,F1 Macro,0.9889147286821706,ACF,ACF+SVC,0.81,0.05073532620196172,0.019075688037302058,0.041214112255362687,,215.0
295,F1 Macro,0.9889147286821706,ACF,ACF+RF,0.81,0.05073532620196172,0.019075688037302058,0.041214112255362687,,215.0
296,F1 Macro,0.9944935404994321,ACF,ACF+Ridge,0.81,0.05073532620196172,0.019075688037302058,0.041214112255362687,,215.0
297,F1 Macro,0.7687046838796453,KNN,KNN,0.81,0.05073532620196172,0.019075688037302058,0.041214112255362687,10.2,215.0
