,Metric,Value,Method,Algorithm,mv,sigma,diff_mu_12_mu_11,diff_mu_13_mu_23,Neighbors,size
510,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05010800328991008,0.025361877009967948,0.039146189144427385,,142.0
511,F1 Macro,0.983044733044733,ACF,ACF+RF,0.81,0.05010800328991008,0.025361877009967948,0.039146189144427385,,142.0
512,F1 Macro,0.9820047430403966,ACF,ACF+Ridge,0.81,0.05010800328991008,0.025361877009967948,0.039146189144427385,,142.0
513,F1 Macro,0.7091099049861936,KNN,KNN,0.81,0.05010800328991008,0.025361877009967948,0.039146189144427385,2.4,142.0
514,F1 Macro,0.932426361278765,KNN,KNN+ROs,0.81,0.05010800328991008,0.025361877009967948,0.039146189144427385,72.0,142.0
515,F1 Macro,0.9916075175215392,DBC,DBC,0.81,0.05010800328991008,0.025361877009967948,0.039146189144427385,72.0,142.0
516,F1 Macro,0.9848028673835124,ACF,ACF+SVC,0.81,0.0508534194536883,0.019756867508852166,0.0363843371146276,,160.0
517,F1 Macro,0.9926042211756498,ACF,ACF+RF,0.81,0.0508534194536883,0.019756867508852166,0.0363843371146276,,160.0
518,F1 Macro,1.0,ACF,ACF+Ridge,0.81,0.0508534194536883,0.019756867508852166,0.0363843371146276,,160.0
519,F1 Macro,0.813317847464189,KNN,KNN,0.81,0.0508534194536883,0.019756867508852166,0.0363843371146276,4.5,160.0
520,F1 Macro,0.9038548752834467,KNN,KNN+ROs,0.81,0.0508534194536883,0.019756867508852166,0.0363843371146276,83.4,160.0
521,F1 Macro,0.9473030077056922,DBC,DBC,0.81,0.0508534194536883,0.019756867508852166,0.0363843371146276,83.4,160.0
522,F1 Macro,0.993173074141572,ACF,ACF+SVC,0.81,0.051313969483329454,0.01963782537359221,0.04048930823122454,,178.0
523,F1 Macro,0.9795192224247158,ACF,ACF+RF,0.81,0.051313969483329454,0.01963782537359221,0.04048930823122454,,178.0
524,F1 Macro,0.9862278244631186,ACF,ACF+Ridge,0.81,0.051313969483329454,0.01963782537359221,0.04048930823122454,,178.0
525,F1 Macro,0.8199310628689159,KNN,KNN,0.81,0.051313969483329454,0.01963782537359221,0.04048930823122454,9.3,178.0
526,F1 Macro,0.915201490164009,KNN,KNN+ROs,0.81,0.051313969483329454,0.01963782537359221,0.04048930823122454,93.6,178.0
527,F1 Macro,0.9864601262191623,DBC,DBC,0.81,0.051313969483329454,0.01963782537359221,0.04048930823122454,93.6,178.0
528,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05136534034227895,0.022146929267969268,0.038053574726827424,,197.0
529,F1 Macro,0.9938495020462232,ACF,ACF+RF,0.81,0.05136534034227895,0.022146929267969268,0.038053574726827424,,197.0
530,F1 Macro,0.9752097635392829,ACF,ACF+Ridge,0.81,0.05136534034227895,0.022146929267969268,0.038053574726827424,,197.0
531,F1 Macro,0.8232076866223208,KNN,KNN,0.81,0.05136534034227895,0.022146929267969268,0.038053574726827424,9.0,197.0
532,F1 Macro,0.932344522508457,KNN,KNN+ROs,0.81,0.05136534034227895,0.022146929267969268,0.038053574726827424,100.1,197.0
533,F1 Macro,0.9818169102734456,DBC,DBC,0.81,0.05136534034227895,0.022146929267969268,0.038053574726827424,100.1,197.0
534,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.0510168486516119,0.019861329631136737,0.040791552065860395,,215.0
535,F1 Macro,1.0,ACF,ACF+RF,0.81,0.0510168486516119,0.019861329631136737,0.040791552065860395,,215.0
536,F1 Macro,0.9938045161816255,ACF,ACF+Ridge,0.81,0.0510168486516119,0.019861329631136737,0.040791552065860395,,215.0
537,F1 Macro,0.8097517236861499,KNN,KNN,0.81,0.0510168486516119,0.019861329631136737,0.040791552065860395,7.4,215.0
538,F1 Macro,0.9562289562289562,KNN,KNN+ROs,0.81,0.0510168486516119,0.019861329631136737,0.040791552065860395,84.6,215.0
539,F1 Macro,0.9836879028118405,DBC,DBC,0.81,0.0510168486516119,0.019861329631136737,0.040791552065860395,84.6,215.0
540,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.051587742542417665,0.018882939044708058,0.038998300768831734,,234.0
541,F1 Macro,1.0,ACF,ACF+RF,0.81,0.051587742542417665,0.018882939044708058,0.038998300768831734,,234.0
542,F1 Macro,0.9844447789653269,ACF,ACF+Ridge,0.81,0.051587742542417665,0.018882939044708058,0.038998300768831734,,234.0
543,F1 Macro,0.7891017622402177,KNN,KNN,0.81,0.051587742542417665,0.018882939044708058,0.038998300768831734,12.2,234.0
544,F1 Macro,0.9507936507936509,KNN,KNN+ROs,0.81,0.051587742542417665,0.018882939044708058,0.038998300768831734,90.5,234.0
545,F1 Macro,0.9848225214198286,DBC,DBC,0.81,0.051587742542417665,0.018882939044708058,0.038998300768831734,90.5,234.0
546,F1 Macro,0.9952145569166846,ACF,ACF+SVC,0.81,0.05122678008851172,0.020192989104458298,0.0359208075990886,,252.0
547,F1 Macro,0.9858071644074279,ACF,ACF+RF,0.81,0.05122678008851172,0.020192989104458298,0.0359208075990886,,252.0
548,F1 Macro,0.9757855206113067,ACF,ACF+Ridge,0.81,0.05122678008851172,0.020192989104458298,0.0359208075990886,,252.0
549,F1 Macro,0.792887837520771,KNN,KNN,0.81,0.05122678008851172,0.020192989104458298,0.0359208075990886,12.3,252.0
550,F1 Macro,0.92981128903459,KNN,KNN+ROs,0.81,0.05122678008851172,0.020192989104458298,0.0359208075990886,120.2,252.0
551,F1 Macro,0.967245268216142,DBC,DBC,0.81,0.05122678008851172,0.020192989104458298,0.0359208075990886,120.2,252.0
552,F1 Macro,0.9911816578483245,ACF,ACF+SVC,0.81,0.05072261275916578,0.01812793854274533,0.04176042949276963,,271.0
553,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05072261275916578,0.01812793854274533,0.04176042949276963,,271.0
554,F1 Macro,0.9738181818181818,ACF,ACF+Ridge,0.81,0.05072261275916578,0.01812793854274533,0.04176042949276963,,271.0
555,F1 Macro,0.7612231876294832,KNN,KNN,0.81,0.05072261275916578,0.01812793854274533,0.04176042949276963,9.7,271.0
556,F1 Macro,0.9696081623792466,KNN,KNN+ROs,0.81,0.05072261275916578,0.01812793854274533,0.04176042949276963,138.6,271.0
557,F1 Macro,0.9782915445566047,DBC,DBC,0.81,0.05072261275916578,0.01812793854274533,0.04176042949276963,138.6,271.0
558,F1 Macro,0.9958109901196389,ACF,ACF+SVC,0.81,0.051047323778124785,0.01945736718533078,0.042030285667574496,,289.0
559,F1 Macro,0.9915784832451499,ACF,ACF+RF,0.81,0.051047323778124785,0.01945736718533078,0.042030285667574496,,289.0
560,F1 Macro,0.9915784832451499,ACF,ACF+Ridge,0.81,0.051047323778124785,0.01945736718533078,0.042030285667574496,,289.0
561,F1 Macro,0.8323236449461939,KNN,KNN,0.81,0.051047323778124785,0.01945736718533078,0.042030285667574496,10.7,289.0
562,F1 Macro,0.9632832938238215,KNN,KNN+ROs,0.81,0.051047323778124785,0.01945736718533078,0.042030285667574496,150.8,289.0
563,F1 Macro,0.987432970358917,DBC,DBC,0.81,0.051047323778124785,0.01945736718533078,0.042030285667574496,150.8,289.0
564,F1 Macro,0.996120382256454,ACF,ACF+SVC,0.81,0.051004345483937105,0.01952808681893725,0.03986143740824387,,307.0
565,F1 Macro,1.0,ACF,ACF+RF,0.81,0.051004345483937105,0.01952808681893725,0.03986143740824387,,307.0
566,F1 Macro,0.9921296296296296,ACF,ACF+Ridge,0.81,0.051004345483937105,0.01952808681893725,0.03986143740824387,,307.0
567,F1 Macro,0.8449952475690773,KNN,KNN,0.81,0.051004345483937105,0.01952808681893725,0.03986143740824387,9.4,307.0
568,F1 Macro,0.9527368724257839,KNN,KNN+ROs,0.81,0.051004345483937105,0.01952808681893725,0.03986143740824387,176.7,307.0
569,F1 Macro,0.9877785185989176,DBC,DBC,0.81,0.051004345483937105,0.01952808681893725,0.03986143740824387,176.7,307.0
570,F1 Macro,0.9926788124156545,ACF,ACF+SVC,0.81,0.050724178626177216,0.0203405299108341,0.040676234127129327,,326.0
571,F1 Macro,0.9963231244969712,ACF,ACF+RF,0.81,0.050724178626177216,0.0203405299108341,0.040676234127129327,,326.0
572,F1 Macro,0.9963231244969712,ACF,ACF+Ridge,0.81,0.050724178626177216,0.0203405299108341,0.040676234127129327,,326.0
573,F1 Macro,0.8428053498397259,KNN,KNN,0.81,0.050724178626177216,0.0203405299108341,0.040676234127129327,11.5,326.0
574,F1 Macro,0.9671982465422114,KNN,KNN+ROs,0.81,0.050724178626177216,0.0203405299108341,0.040676234127129327,184.3,326.0
575,F1 Macro,0.9927419894307311,DBC,DBC,0.81,0.050724178626177216,0.0203405299108341,0.040676234127129327,184.3,326.0
576,F1 Macro,0.9964924425983616,ACF,ACF+SVC,0.81,0.05075909231543954,0.018586784447169213,0.03822673801653556,,344.0
577,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05075909231543954,0.018586784447169213,0.03822673801653556,,344.0
578,F1 Macro,0.9894773277950848,ACF,ACF+Ridge,0.81,0.05075909231543954,0.018586784447169213,0.03822673801653556,,344.0
579,F1 Macro,0.8169749326761968,KNN,KNN,0.81,0.05075909231543954,0.018586784447169213,0.03822673801653556,12.0,344.0
580,F1 Macro,0.9727280882748722,KNN,KNN+ROs,0.81,0.05075909231543954,0.018586784447169213,0.03822673801653556,124.6,344.0
581,F1 Macro,0.993014705882353,DBC,DBC,0.81,0.05075909231543954,0.018586784447169213,0.03822673801653556,124.6,344.0
582,F1 Macro,0.9966857134998728,ACF,ACF+SVC,0.81,0.05078299946002782,0.021979812650539693,0.040007738031422935,,363.0
583,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05078299946002782,0.021979812650539693,0.040007738031422935,,363.0
584,F1 Macro,1.0,ACF,ACF+Ridge,0.81,0.05078299946002782,0.021979812650539693,0.040007738031422935,,363.0
585,F1 Macro,0.8358296988577362,KNN,KNN,0.81,0.05078299946002782,0.021979812650539693,0.040007738031422935,8.1,363.0
586,F1 Macro,0.9801939513477974,KNN,KNN+ROs,0.81,0.05078299946002782,0.021979812650539693,0.040007738031422935,214.6,363.0
587,F1 Macro,0.9967120297418056,DBC,DBC,0.81,0.05078299946002782,0.021979812650539693,0.040007738031422935,214.6,363.0
588,F1 Macro,0.9968535273450859,ACF,ACF+SVC,0.81,0.05113202531365134,0.017484669287850668,0.04170387371486059,,381.0
589,F1 Macro,0.9968535273450859,ACF,ACF+RF,0.81,0.05113202531365134,0.017484669287850668,0.04170387371486059,,381.0
590,F1 Macro,0.9933575448949156,ACF,ACF+Ridge,0.81,0.05113202531365134,0.017484669287850668,0.04170387371486059,,381.0
591,F1 Macro,0.8817626418988648,KNN,KNN,0.81,0.05113202531365134,0.017484669287850668,0.04170387371486059,10.5,381.0
592,F1 Macro,0.9604697028909377,KNN,KNN+ROs,0.81,0.05113202531365134,0.017484669287850668,0.04170387371486059,162.4,381.0
593,F1 Macro,0.9813311688311689,DBC,DBC,0.81,0.05113202531365134,0.017484669287850668,0.04170387371486059,162.4,381.0
594,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05121738313624846,0.01795856935491147,0.037862521119713735,,400.0
595,F1 Macro,0.9940412186379929,ACF,ACF+RF,0.81,0.05121738313624846,0.01795856935491147,0.037862521119713735,,400.0
596,F1 Macro,0.9936818166489623,ACF,ACF+Ridge,0.81,0.05121738313624846,0.01795856935491147,0.037862521119713735,,400.0
597,F1 Macro,0.8195228949635216,KNN,KNN,0.81,0.05121738313624846,0.01795856935491147,0.037862521119713735,7.1,400.0
598,F1 Macro,0.9649746527091975,KNN,KNN+ROs,0.81,0.05121738313624846,0.01795856935491147,0.037862521119713735,155.5,400.0
599,F1 Macro,0.9939980595230037,DBC,DBC,0.81,0.05121738313624846,0.01795856935491147,0.037862521119713735,155.5,400.0
600,F1 Macro,0.9260918253079508,ACF,ACF+SVC,0.81,0.0512204427825576,0.019709696965059115,0.04111759096006916,,50.0
601,F1 Macro,0.8731941844069989,ACF,ACF+RF,0.81,0.0512204427825576,0.019709696965059115,0.04111759096006916,,50.0
602,F1 Macro,0.8640819964349377,ACF,ACF+Ridge,0.81,0.0512204427825576,0.019709696965059115,0.04111759096006916,,50.0
603,F1 Macro,0.7197083961789845,KNN,KNN,0.81,0.0512204427825576,0.019709696965059115,0.04111759096006916,8.1,50.0
604,F1 Macro,0.7519508448540707,KNN,KNN+ROs,0.81,0.0512204427825576,0.019709696965059115,0.04111759096006916,21.1,50.0
605,F1 Macro,0.8579545454545454,DBC,DBC,0.81,0.0512204427825576,0.019709696965059115,0.04111759096006916,21.1,50.0
606,F1 Macro,0.9465695203400122,ACF,ACF+SVC,0.81,0.051437937300963826,0.027269102993531913,0.03910640506786177,,68.0
607,F1 Macro,0.9441269841269841,ACF,ACF+RF,0.81,0.051437937300963826,0.027269102993531913,0.03910640506786177,,68.0
608,F1 Macro,0.9191919191919191,ACF,ACF+Ridge,0.81,0.051437937300963826,0.027269102993531913,0.03910640506786177,,68.0
609,F1 Macro,0.8403738103428506,KNN,KNN,0.81,0.051437937300963826,0.027269102993531913,0.03910640506786177,8.8,68.0
610,F1 Macro,0.8455022292158406,KNN,KNN+ROs,0.81,0.051437937300963826,0.027269102993531913,0.03910640506786177,27.7,68.0
611,F1 Macro,0.9418399044205495,DBC,DBC,0.81,0.051437937300963826,0.027269102993531913,0.03910640506786177,27.7,68.0
612,F1 Macro,0.9710365853658537,ACF,ACF+SVC,0.81,0.050894233494390304,0.02172487208702309,0.04025572605796551,,86.0
613,F1 Macro,0.9587703435804702,ACF,ACF+RF,0.81,0.050894233494390304,0.02172487208702309,0.04025572605796551,,86.0
614,F1 Macro,0.9556937427127866,ACF,ACF+Ridge,0.81,0.050894233494390304,0.02172487208702309,0.04025572605796551,,86.0
615,F1 Macro,0.7418635004841901,KNN,KNN,0.81,0.050894233494390304,0.02172487208702309,0.04025572605796551,7.1,86.0
616,F1 Macro,0.831111111111111,KNN,KNN+ROs,0.81,0.050894233494390304,0.02172487208702309,0.04025572605796551,31.7,86.0
617,F1 Macro,0.957351290684624,DBC,DBC,0.81,0.050894233494390304,0.02172487208702309,0.04025572605796551,31.7,86.0
618,F1 Macro,0.9644579842599644,ACF,ACF+SVC,0.81,0.05145807610993184,0.016723296845727265,0.03872520405998879,,105.0
619,F1 Macro,0.9651105470836802,ACF,ACF+RF,0.81,0.05145807610993184,0.016723296845727265,0.03872520405998879,,105.0
620,F1 Macro,0.9518403852769177,ACF,ACF+Ridge,0.81,0.05145807610993184,0.016723296845727265,0.03872520405998879,,105.0
621,F1 Macro,0.746081240763806,KNN,KNN,0.81,0.05145807610993184,0.016723296845727265,0.03872520405998879,5.5,105.0
622,F1 Macro,0.9105080387016738,KNN,KNN+ROs,0.81,0.05145807610993184,0.016723296845727265,0.03872520405998879,42.9,105.0
623,F1 Macro,0.9454191033138403,DBC,DBC,0.81,0.05145807610993184,0.016723296845727265,0.03872520405998879,42.9,105.0
624,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05066027935876063,0.020214976400170837,0.03997772499133245,,123.0
625,F1 Macro,0.97074227921257,ACF,ACF+RF,0.81,0.05066027935876063,0.020214976400170837,0.03997772499133245,,123.0
626,F1 Macro,0.9595202398800599,ACF,ACF+Ridge,0.81,0.05066027935876063,0.020214976400170837,0.03997772499133245,,123.0
627,F1 Macro,0.8262867647058824,KNN,KNN,0.81,0.05066027935876063,0.020214976400170837,0.03997772499133245,11.4,123.0
628,F1 Macro,0.9332273449920508,KNN,KNN+ROs,0.81,0.05066027935876063,0.020214976400170837,0.03997772499133245,47.8,123.0
629,F1 Macro,0.9605263157894738,DBC,DBC,0.81,0.05066027935876063,0.020214976400170837,0.03997772499133245,47.8,123.0
630,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05148567825934035,0.025893694090823927,0.039298579238714576,,142.0
631,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05148567825934035,0.025893694090823927,0.039298579238714576,,142.0
632,F1 Macro,0.9914331282752334,ACF,ACF+Ridge,0.81,0.05148567825934035,0.025893694090823927,0.039298579238714576,,142.0
633,F1 Macro,0.7248413459343469,KNN,KNN,0.81,0.05148567825934035,0.025893694090823927,0.039298579238714576,7.2,142.0
634,F1 Macro,0.9297491039426523,KNN,KNN+ROs,0.81,0.05148567825934035,0.025893694090823927,0.039298579238714576,77.1,142.0
635,F1 Macro,0.983044733044733,DBC,DBC,0.81,0.05148567825934035,0.025893694090823927,0.039298579238714576,77.1,142.0
636,F1 Macro,0.9924718582436703,ACF,ACF+SVC,0.81,0.05078108202288156,0.018866178471413586,0.04226920554949984,,160.0
637,F1 Macro,0.9924718582436703,ACF,ACF+RF,0.81,0.05078108202288156,0.018866178471413586,0.04226920554949984,,160.0
638,F1 Macro,0.9769840408207577,ACF,ACF+Ridge,0.81,0.05078108202288156,0.018866178471413586,0.04226920554949984,,160.0
639,F1 Macro,0.8527924750146972,KNN,KNN,0.81,0.05078108202288156,0.018866178471413586,0.04226920554949984,9.9,160.0
640,F1 Macro,0.9119351639496683,KNN,KNN+ROs,0.81,0.05078108202288156,0.018866178471413586,0.04226920554949984,68.4,160.0
641,F1 Macro,0.9850788288288288,DBC,DBC,0.81,0.05078108202288156,0.018866178471413586,0.04226920554949984,68.4,160.0
642,F1 Macro,0.9724556489262373,ACF,ACF+SVC,0.81,0.051384304923059516,0.018015371008064884,0.04054151966990967,,178.0
643,F1 Macro,0.9862278244631186,ACF,ACF+RF,0.81,0.051384304923059516,0.018015371008064884,0.04054151966990967,,178.0
644,F1 Macro,0.9862278244631186,ACF,ACF+Ridge,0.81,0.051384304923059516,0.018015371008064884,0.04054151966990967,,178.0
645,F1 Macro,0.8609766112540806,KNN,KNN,0.81,0.051384304923059516,0.018015371008064884,0.04054151966990967,8.5,178.0
646,F1 Macro,0.8978686573623281,KNN,KNN+ROs,0.81,0.051384304923059516,0.018015371008064884,0.04054151966990967,111.3,178.0
647,F1 Macro,0.9669440008964338,DBC,DBC,0.81,0.051384304923059516,0.018015371008064884,0.04054151966990967,111.3,178.0
648,F1 Macro,0.9877899877899878,ACF,ACF+SVC,0.81,0.05113507835666133,0.017372944201256735,0.037850923788746785,,197.0
649,F1 Macro,0.9877899877899878,ACF,ACF+RF,0.81,0.05113507835666133,0.017372944201256735,0.037850923788746785,,197.0
650,F1 Macro,0.9687687687687688,ACF,ACF+Ridge,0.81,0.05113507835666133,0.017372944201256735,0.037850923788746785,,197.0
651,F1 Macro,0.8776232689384985,KNN,KNN,0.81,0.05113507835666133,0.017372944201256735,0.037850923788746785,9.9,197.0
652,F1 Macro,0.9173783558884071,KNN,KNN+ROs,0.81,0.05113507835666133,0.017372944201256735,0.037850923788746785,71.5,197.0
653,F1 Macro,0.9820677288088834,DBC,DBC,0.81,0.05113507835666133,0.017372944201256735,0.037850923788746785,71.5,197.0
654,F1 Macro,0.9889147286821706,ACF,ACF+SVC,0.81,0.05166462104612876,0.016299950942769592,0.0385846110585633,,215.0
655,F1 Macro,0.9944200565798459,ACF,ACF+RF,0.81,0.05166462104612876,0.016299950942769592,0.0385846110585633,,215.0
656,F1 Macro,0.9717094980908857,ACF,ACF+Ridge,0.81,0.05166462104612876,0.016299950942769592,0.0385846110585633,,215.0
657,F1 Macro,0.8104327919468766,KNN,KNN,0.81,0.05166462104612876,0.016299950942769592,0.0385846110585633,6.5,215.0
658,F1 Macro,0.8823018197495797,KNN,KNN+ROs,0.81,0.05166462104612876,0.016299950942769592,0.0385846110585633,92.9,215.0
659,F1 Macro,0.9660379743352747,DBC,DBC,0.81,0.05166462104612876,0.016299950942769592,0.0385846110585633,92.9,215.0
660,F1 Macro,0.9896955192128707,ACF,ACF+SVC,0.81,0.0510038320924833,0.02115626131327855,0.0431261924715273,,234.0
661,F1 Macro,0.9948149263217756,ACF,ACF+RF,0.81,0.0510038320924833,0.02115626131327855,0.0431261924715273,,234.0
662,F1 Macro,0.9844447789653269,ACF,ACF+Ridge,0.81,0.0510038320924833,0.02115626131327855,0.0431261924715273,,234.0
663,F1 Macro,0.8064973249065218,KNN,KNN,0.81,0.0510038320924833,0.02115626131327855,0.0431261924715273,10.2,234.0
664,F1 Macro,0.9396417445482865,KNN,KNN+ROs,0.81,0.0510038320924833,0.02115626131327855,0.0431261924715273,66.9,234.0
665,F1 Macro,0.9846390168970814,DBC,DBC,0.81,0.0510038320924833,0.02115626131327855,0.0431261924715273,66.9,234.0
666,F1 Macro,0.9903724201545024,ACF,ACF+SVC,0.81,0.05095322349482528,0.021715118735014582,0.04001220685324658,,252.0
667,F1 Macro,0.9904843304843305,ACF,ACF+RF,0.81,0.05095322349482528,0.021715118735014582,0.04001220685324658,,252.0
668,F1 Macro,0.9854713123667841,ACF,ACF+Ridge,0.81,0.05095322349482528,0.021715118735014582,0.04001220685324658,,252.0
669,F1 Macro,0.8101086816305468,KNN,KNN,0.81,0.05095322349482528,0.021715118735014582,0.04001220685324658,7.4,252.0
670,F1 Macro,0.9519047012358263,KNN,KNN+ROs,0.81,0.05095322349482528,0.021715118735014582,0.04001220685324658,122.4,252.0
671,F1 Macro,0.9952145569166846,DBC,DBC,0.81,0.05095322349482528,0.021715118735014582,0.04001220685324658,122.4,252.0
672,F1 Macro,0.9955672121458387,ACF,ACF+SVC,0.81,0.05118818395411129,0.02055893356717131,0.03868227293792424,,271.0
673,F1 Macro,0.9868416243283745,ACF,ACF+RF,0.81,0.05118818395411129,0.02055893356717131,0.03868227293792424,,271.0
674,F1 Macro,0.9682671602886178,ACF,ACF+Ridge,0.81,0.05118818395411129,0.02055893356717131,0.03868227293792424,,271.0
675,F1 Macro,0.818273599192327,KNN,KNN,0.81,0.05118818395411129,0.02055893356717131,0.03868227293792424,10.3,271.0
676,F1 Macro,0.9686274509803922,KNN,KNN+ROs,0.81,0.05118818395411129,0.02055893356717131,0.03868227293792424,116.8,271.0
677,F1 Macro,0.982363315696649,DBC,DBC,0.81,0.05118818395411129,0.02055893356717131,0.03868227293792424,116.8,271.0
678,F1 Macro,0.9958109901196389,ACF,ACF+SVC,0.81,0.05108626421133315,0.018697994803310164,0.04327420930162455,,289.0
679,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05108626421133315,0.018697994803310164,0.04327420930162455,,289.0
680,F1 Macro,0.9916644845945709,ACF,ACF+Ridge,0.81,0.05108626421133315,0.018697994803310164,0.04327420930162455,,289.0
681,F1 Macro,0.8402178453355097,KNN,KNN,0.81,0.05108626421133315,0.018697994803310164,0.04327420930162455,9.4,289.0
682,F1 Macro,0.9594995759117898,KNN,KNN+ROs,0.81,0.05108626421133315,0.018697994803310164,0.04327420930162455,103.4,289.0
683,F1 Macro,0.987559029474027,DBC,DBC,0.81,0.05108626421133315,0.018697994803310164,0.04327420930162455,103.4,289.0
684,F1 Macro,0.9960837388775304,ACF,ACF+SVC,0.81,0.05078222005918882,0.02059933820851126,0.0400968202988143,,307.0
685,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05078222005918882,0.02059933820851126,0.0400968202988143,,307.0
686,F1 Macro,0.9917320428150579,ACF,ACF+Ridge,0.81,0.05078222005918882,0.02059933820851126,0.0400968202988143,,307.0
687,F1 Macro,0.8549947029091848,KNN,KNN,0.81,0.05078222005918882,0.02059933820851126,0.0400968202988143,6.8,307.0
688,F1 Macro,0.9883611467693624,KNN,KNN+ROs,0.81,0.05078222005918882,0.02059933820851126,0.0400968202988143,185.0,307.0
689,F1 Macro,0.9921296296296296,DBC,DBC,0.81,0.05078222005918882,0.02059933820851126,0.0400968202988143,185.0,307.0
690,F1 Macro,1.0,ACF,ACF+SVC,0.81,0.05106787442412732,0.019239986549515586,0.04030930570984215,,326.0
691,F1 Macro,1.0,ACF,ACF+RF,0.81,0.05106787442412732,0.019239986549515586,0.04030930570984215,,326.0
692,F1 Macro,0.9963553607269123,ACF,ACF+Ridge,0.81,0.05106787442412732,0.019239986549515586,0.04030930570984215,,326.0
693,F1 Macro,0.8752614000138753,KNN,KNN,0.81,0.05106787442412732,0.019239986549515586,0.04030930570984215,11.1,326.0
694,F1 Macro,0.9781695940412409,KNN,KNN+ROs,0.81,0.05106787442412732,0.019239986549515586,0.04030930570984215,132.4,326.0
695,F1 Macro,0.9963553607269123,DBC,DBC,0.81,0.05106787442412732,0.019239986549515586,0.04030930570984215,132.4,326.0
696,F1 Macro,0.9964924425983616,ACF,ACF+SVC,0.81,0.0510385010441398,0.019108307307574984,0.03721423534873322,,344.0
697,F1 Macro,1.0,ACF,ACF+RF,0.81,0.0510385010441398,0.019108307307574984,0.03721423534873322,,344.0
698,F1 Macro,0.9929544822471493,ACF,ACF+Ridge,0.81,0.0510385010441398,0.019108307307574984,0.03721423534873322,,344.0
699,F1 Macro,0.7897022475250024,KNN,KNN,0.81,0.0510385010441398,0.019108307307574984,0.03721423534873322,11.5,344.0
700,F1 Macro,0.9718933751653075,KNN,KNN+ROs,0.81,0.0510385010441398,0.019108307307574984,0.03721423534873322,195.0,344.0
701,F1 Macro,0.9965219778962543,DBC,DBC,0.81,0.0510385010441398,0.019108307307574984,0.03721423534873322,195.0,344.0
702,F1 Macro,0.9933443800055232,ACF,ACF+SVC,0.81,0.051185655469157966,0.021118335582098025,0.03822268680415883,,363.0
703,F1 Macro,1.0,ACF,ACF+RF,0.81,0.051185655469157966,0.021118335582098025,0.03822268680415883,,363.0
704,F1 Macro,0.9866887600110467,ACF,ACF+Ridge,0.81,0.051185655469157966,0.021118335582098025,0.03822268680415883,,363.0
705,F1 Macro,0.8306688051384205,KNN,KNN,0.81,0.051185655469157966,0.021118335582098025,0.03822268680415883,13.7,363.0
706,F1 Macro,0.9867959675651984,KNN,KNN+ROs,0.81,0.051185655469157966,0.021118335582098025,0.03822268680415883,125.8,363.0
707,F1 Macro,0.9902122042846989,DBC,DBC,0.81,0.051185655469157966,0.021118335582098025,0.03822268680415883,125.8,363.0
708,F1 Macro,0.9937307959163446,ACF,ACF+SVC,0.81,0.05146329463939463,0.019233277347060485,0.03822929140219157,,381.0
709,F1 Macro,0.9937307959163446,ACF,ACF+RF,0.81,0.05146329463939463,0.019233277347060485,0.03822929140219157,,381.0
710,F1 Macro,0.99687706369926,ACF,ACF+Ridge,0.81,0.05146329463939463,0.019233277347060485,0.03822929140219157,,381.0
711,F1 Macro,0.8262398288439955,KNN,KNN,0.81,0.05146329463939463,0.019233277347060485,0.03822929140219157,11.1,381.0
712,F1 Macro,0.972098152743314,KNN,KNN+ROs,0.81,0.05146329463939463,0.019233277347060485,0.03822929140219157,189.2,381.0
713,F1 Macro,0.9874615918326891,DBC,DBC,0.81,0.05146329463939463,0.019233277347060485,0.03822929140219157,189.2,381.0
714,F1 Macro,0.9970099088921488,ACF,ACF+SVC,0.81,0.051154236776667195,0.02246821592994025,0.04244095582339695,,400.0
715,F1 Macro,0.9970099088921488,ACF,ACF+RF,0.81,0.051154236776667195,0.02246821592994025,0.04244095582339695,,400.0
716,F1 Macro,0.9970311340286729,ACF,ACF+Ridge,0.81,0.051154236776667195,0.02246821592994025,0.04244095582339695,,400.0
717,F1 Macro,0.8357829865738879,KNN,KNN,0.81,0.051154236776667195,0.02246821592994025,0.04244095582339695,10.8,400.0
718,F1 Macro,0.9819941785690111,KNN,KNN+ROs,0.81,0.051154236776667195,0.02246821592994025,0.04244095582339695,195.0,400.0
719,F1 Macro,0.9905996026034251,DBC,DBC,0.81,0.051154236776667195,0.02246821592994025,0.04244095582339695,195.0,400.0
720,F1 Macro,0.8768197088465844,ACF,ACF+SVC,0.81,0.052835610652813905,0.021396756744044038,0.02386265655733452,,50.0
721,F1 Macro,0.8472222222222222,ACF,ACF+RF,0.81,0.052835610652813905,0.021396756744044038,0.02386265655733452,,50.0
